address,lat,lon
"NH 24,Ghaziabad, India",28.6711527,77.4120356
"Sector 105,Gurgaon, India",28.4943133,77.0081378
"Sector 124,Noida, India",28.5483036,77.3278057
"NH 22,Dera Bassi, India",30.5213532,76.8105142
"Dera Basi,Zirakpur, India",,
"Sector 99A,Gurgaon, India",28.4554059,76.9510278
"Yamuna Expressway,Greater Noida, India",28.3759499,77.5347219
"Sector 168,Noida, India",28.5706333,77.3272147
"Chi 4,Greater Noida, India",28.4299528,77.5162681
"Sector 89A,Gurgaon, India",28.4396186,77.0905891
"Indirapuram,Ghaziabad, India",28.6423908,77.3684892
"Sector 109,Gurgaon, India",28.5109205,77.0065956
"Sector 104,Gurgaon, India",28.4795324,76.9937197
"Sector 104,Noida, India",28.6158648,77.3785392
"Sector 132,Noida, India",28.5117058,77.3767844
"ZIRAKPUR,Zirakpur, India",30.65847,76.8296536
"Sector 93A,Noida, India",28.5180493,77.3843077
"Sahastradhara Road,Dehradun, India",30.344058,78.0737997
"Sector 50,Noida, India",28.5711552,77.3674862
"Sector 121,Mohali, India",30.7364504,76.7019939
"Gerugambakkam,Chennai, India",13.0152345,80.1368538
"Vandalur,Chennai, India",12.9676942,80.2175717
"Ambala Highway,Chandigarh, India",,
"Zirakpur,Chandigarh, India",30.62546,76.8235499
"VIP Road,Chandigarh, India",30.6383824,76.8194609
"Gazipur,Zirakpur, India",30.6371901,76.8298784
"Dhakoli,Zirakpur, India",30.6617929,76.838045
"Ambala Highway,Zirakpur, India",,
"Airport Road,Zirakpur, India",,
"Dharampur,Kasauli, India",30.9003323,77.0236434
"Sector 115,Mohali, India",30.7103678,76.6533279
"Banur,Mohali, India",30.6726192,76.6715232
"Kharar,Chandigarh, India",30.7386307,76.6714383
"Kharar,Mohali, India",30.7386307,76.6714383
"Daun Majra,Mohali, India",,
"Aerocity,Mohali, India",30.6462439,76.7535538
"Sas Nagar,Mohali, India",30.6904366,76.7116208
"Sector 127,Mohali, India",30.6986523,76.7301679
"Rajpura,Patiala, India",30.4776857,76.5937658
"Sector 126,Mohali, India",30.6986523,76.7301679
"Kharar Road,Mohali, India",30.6726192,76.6715232
"Sector 118,Mohali, India",30.7331674,76.6834974
"Sector 75,Mohali, India",30.702468,76.6926481
"Turkayamjal,Hyderabad, India",,
"Najafgarh,New Delhi, India",28.6059739,77.0479506
"Ghorakhal Road,Nainital, India",29.3811669,79.5336933
"Peer Muchalla,Zirakpur, India",,
"Mallampet,Hyderabad, India",,
"New Town,Kolkata, India",22.5882834,88.4734476
"Sector 4,Greater Noida, India",28.4707522,77.5319152
"Shahberi,Greater Noida, India",,
"Saheb Nagar,Hyderabad, India",17.3225355,78.574667
"Sector 4,Noida, India",28.5836826,77.3229658
"VIP Road,Zirakpur, India",30.6396347,76.8214439
"Sector 91,Mohali, India",30.7035417,76.673026
"Mundi Kharar,Mohali, India",,
"Sector 117,Mohali, India",30.7232809,76.6772747
"Bhago Majra,Mohali, India",30.6759,76.6726184
"Sector 5,Chandigarh, India",30.745558,76.806783
"Sector 62,Mohali, India",30.6986523,76.7301679
"Kishanpura,Zirakpur, India",,
"Kurud,BHILAI, India",21.2309974,81.3475414
"Shanti Nagar,BHILAI, India",21.20914,81.295815
"Kumhari-1,Raipur, India",,
"Saddu,Raipur, India",,
"Vidhan Sabha Road,Raipur, India",21.2751229,81.6871698
"Labhandih,Raipur, India",,
"Purena,Raipur, India",21.198736,81.429479
"Kota,Raipur, India",21.2579497,81.5973318
"Adawal,Jagdalpur, India",19.067709,82.0594594
"Semariya-2,Raipur, India",21.3103168,81.7319728
"Kabir Nagar,Raipur, India",21.2680028,81.5904461
"Daldal Seoni,Raipur, India",21.2709604,81.6609975
"Kohka,BHILAI, India",21.2189395,81.3462236
"Kachna Road,Raipur, India",,
"Urkura,Raipur, India",21.2972936,81.650941
"Baguiati,Kolkata, India",22.609668,88.4276832
"Raipur Junction Railway Station,Raipur, India",21.2560953,81.6297323
"Umda Road,BHILAI, India",,
"Ratanpur Road,Bilaspur, India",22.1535833,82.1247189
"Narendrapur,Kolkata, India",22.4539009,88.4184898
"Sarankhada,Bilaspur, India",,
"Ameri,Bilaspur, India",,
"Parsada,Bilaspur, India",21.963624,82.2566986
"Parsulidih,Raipur, India",,
"Sarona,Raipur, India",21.2531985,81.5738954
"EKLINGPURA,Udaipur, India",,
"Abhanpur,Raipur, India",21.0546328,81.7484644
"Pacheda-1,Raipur, India",,
"Sejbahar,Raipur, India",,
"Kumhari,Raipur, India",,
"Avanti Nagar,Raipur, India",,
"Hirapur,Raipur, India",,
"Shankar Nagar,Raipur, India",21.2484764,81.6609145
"Hirapur Road,Raipur, India",,
"Bhatagaon,Raipur, India",21.2098785,81.6339027
"Dhamtari Road,Raipur, India",21.2023515,81.6449406
"Mowa,Raipur, India",21.2684799,81.6718031
"Katol Road,Nagpur, India",21.1848111,79.0305853
"Trimurti Nagar,Nagpur, India",21.1149228,79.0408514
"Ramalinga Nagar,Trichy, India",10.82215,78.6676132
"Kachna,Raipur, India",21.2741643,81.6983496
"New Rajendra Nagar,Raipur, India",21.2266384,81.6574817
"Old Dhamatari Road,Raipur, India",,
"New Naroda,Ahmedabad, India",23.0875987,72.6839578
"Daskroi,Ahmedabad, India",23.0963746,72.7104024
"Samarvarni,Silvassa, India",,
"Nani Daman,Daman, India",20.4458879,72.8330755
"Dunetha,Daman, India",,
"Borivali West,Mumbai, India",19.2298129,72.8471376
"Sector 11 Dwarka,New Delhi, India",28.5592726,77.0666248
"Chembur,Mumbai, India",19.054818,72.8979713
"DLF Phase 2,Gurgaon, India",28.483901,77.0846097
"Sushant Lok,Gurgaon, India",28.4706634,77.0798127
"Sector 18 Dwarka,New Delhi, India",28.5696878,77.0643221
"Sector 10 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 22 Dwarka,New Delhi, India",28.5579591,77.0580701
"Sector 23 Dwarka,New Delhi, India",28.5592726,77.0666248
"Dwarka,New Delhi, India",28.5656109,77.0670366
"Sector 52,Gurgaon, India",28.4368166,77.0795276
"Palam Vihar,Gurgaon, India",28.4983353,77.0203007
"Behala,Kolkata, India",22.501572,88.3209435
"Maharani Bagh,New Delhi, India",28.5702865,77.2668244
"Sector 3 Dwarka,New Delhi, India",28.6096323,77.0371165
"Borivali East,Mumbai, India",19.2187187,72.8654856
"Malad West,Mumbai, India",19.1852851,72.8358611
"Sector 23,Gurgaon, India",28.510319,77.0530094
"Sector 49,Faridabad, India",28.3950066,77.2742897
"Sector 2,Faridabad, India",28.4031478,77.3105561
"Sector 1,Gurgaon, India",28.5175247,77.0425692
"Santacruz East,Mumbai, India",19.0781806,72.8677752
"Goregaon East,Mumbai, India",19.1692623,72.8552548
"Sector 27,Gurgaon, India",28.4646566,77.0839505
"Sector 4 Dwarka,New Delhi, India",28.5592726,77.0666248
"Mazgaon,Mumbai, India",18.9697337,72.8406201
"Mulund West,Mumbai, India",19.1719717,72.9511956
"Kurar Village,Mumbai, India",,
"Matunga West,Mumbai, India",19.0317259,72.8433917
"Kurla West,Mumbai, India",19.0686026,72.876583
"Juhu,Mumbai, India",19.1070215,72.8275275
"Civil Lines,Allahabad, India",25.4523026,81.8329887
"Dahisar East,Mumbai, India",19.2599822,72.8598732
"Bhayandar East,Mumbai, India",,
"Vile Parle West,Mumbai, India",19.103908,72.840301
"Pitampura,New Delhi, India",28.690109,77.1343765
"Sewri,Mumbai, India",18.9987796,72.8544218
"Sector 65,Faridabad, India",28.3112489,77.3391556
"Vikhroli East,Mumbai, India",19.1172592,72.9355194
"Bandra West,Mumbai, India",19.0583358,72.8302669
"Lajpat Nagar,New Delhi, India",28.5737083,77.258017
"Sus,Pune, India",18.5536672,73.752727
"Vile Parle East,Mumbai, India",19.1031465,72.8467877
"Pali Hill,Mumbai, India",19.0649126,72.8270326
"Sector 7,Gurgaon, India",28.4662572,77.0142654
"Sector 62,Faridabad, India",28.313465,77.329681
"Sector 45,Faridabad, India",28.4520755,77.3006612
"Karol Bagh,New Delhi, India",28.6539198,77.191078
"Matunga East,Mumbai, India",19.0261579,72.8520846
"Santacruz West,Mumbai, India",19.0844004,72.8372899
"Powai,Mumbai, India",19.1187195,72.9073476
"Parel,Mumbai, India",19.0084268,72.842505
"Bakhtawarpur,New Delhi, India",28.5478847,77.3159008
"Mulund East,Mumbai, India",19.1704719,72.9610447
"Sector 64,Faridabad, India",28.324039,77.3393416
"Malad East,Mumbai, India",19.1860219,72.8563181
"Kanchpada,Mumbai, India",,
"Sadashiv Peth,Pune, India",18.5107764,73.8502149
"Pimpri Chinchwad,Pune, India",18.6279288,73.8009829
"Sector 5 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 19 Dwarka,New Delhi, India",28.5649787,77.0510412
"Sector 14 Rohini,New Delhi, India",28.7194201,77.1096302
"Sector 9 Dwarka,New Delhi, India",28.5592726,77.0666248
"East Of Kailash,New Delhi, India",28.5558548,77.2488354
"Sector 14,Gurgaon, India",28.473784,77.0471827
"Sector 7 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 6 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 2 Dwarka,New Delhi, India",28.5592726,77.0666248
"IP Extension,New Delhi, India",28.5607037,77.2036565
"Sector 13 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 9 Rohini,New Delhi, India",28.7194201,77.1096302
"Sector 12 Dwarka,New Delhi, India",28.5974584,77.0423682
"Vasundhara Enclave,New Delhi, India",,
"Sector 21,Noida, India",28.5868228,77.3361622
"Kalkaji,New Delhi, India",28.5435234,77.247977
"Sector 62,Noida, India",28.6211447,77.3643493
"Sector 56,Gurgaon, India",28.4253232,77.0985157
"Sector 15,Gurgaon, India",28.3843199,76.9122326
"Sector 46,Faridabad, India",28.4409223,77.3006166
"Lokhandwala Township Kandivali East,Mumbai, India",,
"EM Bypass,Kolkata, India",22.4743536,88.3886906
"Oshiwara,Mumbai, India",19.1502437,72.8342294
"Alaknanda,New Delhi, India",28.5253193,77.2546707
"Shalimar bagh,New Delhi, India",28.7096432,77.1691744
"Chi 2,Greater Noida, India",28.4479087,77.5102541
"Geetanjali Enclave,New Delhi, India",,
"Deoli,New Delhi, India",,
"Sector 24 Dwarka,New Delhi, India",28.5592726,77.0666248
"Narela,New Delhi, India",,
"Vasant Kunj,New Delhi, India",28.5292495,77.1541335
"Tiggipur,New Delhi, India",,
"Karkardooma,New Delhi, India",28.6536001,77.2957877
"Mukherjee Nagar,New Delhi, India",,
"Sector 27 Dwarka,New Delhi, India",28.5592726,77.0666248
"Jasola,New Delhi, India",28.5381584,77.2885562
"Sector B Vasant Kunj,New Delhi, India",28.5265395,77.1566818
"Sarita Vihar,New Delhi, India",28.5387073,77.2868961
"Saket,New Delhi, India",28.5234897,77.209631
"New Rajendra Nagar,New Delhi, India",28.6357403,77.1810326
"Patparganj,New Delhi, India",,
"Sri Aurobindo Marg,New Delhi, India",,
"Paschim Vihar,New Delhi, India",,
"Sector C Vasant Kunj,New Delhi, India",,
"Rohini,New Delhi, India",28.7194361,77.0672351
"Sector 14 Dwarka,New Delhi, India",28.5592726,77.0666248
"Vasant Vihar,New Delhi, India",28.557827,77.1611168
"Sector D Vasant Kunj,New Delhi, India",28.5343676,77.142188
"Sector 17 Rohini,New Delhi, India",,
"Jahangirpuri,New Delhi, India",28.6964486,77.1842968
"Siraspur,New Delhi, India",,
"Mayur Vihar Phase 2,New Delhi, India",,
"Loni Road,New Delhi, India",,
"Jasola Vihar,New Delhi, India",28.5381584,77.2885562
"New Ranjeet Nagar,New Delhi, India",,
"Hari Nagar,New Delhi, India",28.6307216,77.1242288
"Sector 16B Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 15 Rohini,New Delhi, India",,
"Dilshad Garden,New Delhi, India",28.6816931,77.3281381
"Indraprastha,New Delhi, India",28.6009714,77.2536432
"Sector 18B Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 4 Rohini,New Delhi, India",28.7060837,77.1028753
"Sector 1 Dwarka,New Delhi, India",28.5592726,77.0666248
"Gulmohar Park,New Delhi, India",,
"Sector 28 Rohini,New Delhi, India",,
"GTB Enclave,New Delhi, India",,
"Mayur Vihar 1,New Delhi, India",,
"Sector 26 Dwarka,New Delhi, India",28.5592726,77.0666248
"Sector 23 Rohini,New Delhi, India",28.7326849,77.0884608
"Sarvodaya Enclave,New Delhi, India",28.5871236,77.0881692
"Manglapuri,New Delhi, India",28.5016212,77.1663523
"Munirka,New Delhi, India",28.554886,77.1710841
"Dwarka Sector 19B,New Delhi, India",,
"Sector 11 Rohini,New Delhi, India",,
"Ashok Vihar Phase 3,New Delhi, India",28.6915549,77.1771146
"Sector 29 Rohini,New Delhi, India",28.7060837,77.1028753
"Sector 16 Rohini,New Delhi, India",28.7129004,77.1379334
"Gulabi Bagh,New Delhi, India",,
"Sheikh Sarai Phase 1,New Delhi, India",,
"Prasad Nagar,New Delhi, India",28.6358177,77.1600654
"Ashok Vihar Phase 2,New Delhi, India",,
"Bakkarwala,New Delhi, India",,
"Bindapur,New Delhi, India",28.6100413,77.0682826
"Chhattarpur,New Delhi, India",28.5033155,77.1787621
"Sector 8 Rohini,New Delhi, India",28.7194201,77.1096302
"Sector 93,Gurgaon, India",28.4156048,76.931638
"Sector 3,Panchkula, India",30.6887782,76.8706895
"Sector 54,Gurgaon, India",28.4421059,77.1112654
"DLF Phase 1,Gurgaon, India",28.4765171,77.090194
"Moti Nagar,New Delhi, India",28.5794125,77.1877951
"NH 48,Gurgaon, India",28.4646148,77.0299194
"Sector 67,Gurgaon, India",28.3864052,77.0598046
"IMT Manesar,Gurgaon, India",28.3671851,76.920669
"DLF Phase 3,Gurgaon, India",28.4919048,77.0937804
"Reis Magos,Goa, India",15.4966011,73.8095534
"DLF Phase 4,Gurgaon, India",28.4919048,77.0937804
"Shimla Hill Station,Shimla, India",,
"Manapakkam,Chennai, India",13.0147531,80.1744935
"Sector 143A,Noida, India",28.4990448,77.4293379
"Indira Nagar,Hyderabad, India",17.4847838,78.4903557
"Sector 92,Gurgaon, India",28.4089049,76.9155232
"AB Road,Indore, India",22.6897459,75.8636811
"Raibareli Road,Lucknow, India",,
"Sector 91,Gurgaon, India",28.4007588,76.9210802
"Sector 90,Gurgaon, India",28.4069974,76.9365562
"Sector 82A,Gurgaon, India",28.3858766,76.9639317
"Sector 74A,Gurgaon, India",28.4108506,76.9991194
"Sector 81,Gurgaon, India",28.3873647,76.9475835
"DLF Phase 5,Gurgaon, India",28.503445,77.0952048
"Mullapur Garibdas,New Chandigarh, India",,
"Manesar,Gurgaon, India",28.3247096,76.9263787
"Okhla Phase 1,New Delhi, India",28.5470861,77.3135343
"NH-3,Indore, India",22.7203616,75.8681996
"GK II,New Delhi, India",,
"Sector 43,Gurgaon, India",28.4548735,77.0858864
"Sector 73,Gurgaon, India",28.4088081,77.0161691
"Rajarhat,Kolkata, India",22.6286173,88.44061
"Sector 42,Gurgaon, India",28.4558973,77.1084759
"Akshayanagar,Bangalore, India",12.8750432,77.6164914
"Kakkanad,Kochi, India",10.0076837,76.36403
"Patia,Bhubaneswar, India",20.3604502,85.8247661
"Jigani,Bangalore, India",12.7764978,77.6326204
"Egmore,Chennai, India",13.0728321,80.2576906
"Vyttila,Kochi, India",9.9636706,76.3181282
"Shivaji Park,New Delhi, India",28.6386524,77.224141
"Sector 24,Gurgaon, India",28.4944811,77.1013038
"Sector 30,Gurgaon, India",28.4618719,77.05688
"Sector 28,Gurgaon, India",28.4741302,77.0825722
"Sector 5,Gurgaon, India",28.4803924,77.0190946
"Sector 82,Gurgaon, India",28.3931076,76.9588762
"Sector 18,Noida, India",28.5705399,77.3228931
"Vibhuti Khand,Lucknow, India",26.8647922,80.9962852
"Sarojini Nagar,New Delhi, India",28.575817,77.1980786
"Gomti Nagar,Lucknow, India",26.8611743,81.0039196
"Sector 18,Gurgaon, India",28.4913452,77.0710259
"BTM Layout,Bangalore, India",12.9140008,77.6102821
"Mehrauli,New Delhi, India",28.4915171,77.1433
"Sector 12,Greater Noida, India",28.4722157,77.5309542
"Worli,Mumbai, India",19.0117388,72.8178706
"Hinjewadi,Pune, India",18.5924168,73.7603495
"Devanahalli,Bangalore, India",13.2483502,77.7134377
"Kandivali East,Mumbai, India",19.2051958,72.8626165
"Mahalakshmi,Mumbai, India",18.9892129,72.8186798
"Hinjewadi Phase 1,Pune, India",18.5883579,73.7374132
"Bhandup West,Mumbai, India",19.1462636,72.9339461
"Sector 43,Noida, India",28.5575946,77.351679
"Sector 106,Gurgaon, India",28.5060806,76.9967796
"Joka,Kolkata, India",22.4440967,88.3017146
"Sector 33 Sohna,Gurgaon, India",28.3241636,77.0848644
"Sarjapur Road,Bangalore, India",12.9240811,77.6393253
"Sector 103,Gurgaon, India",28.493087,76.9866453
"Pimpri,Pune, India",18.6231854,73.8019932
"Kavesar,Thane, India",19.2623339,72.9722476
"Vikhroli,Mumbai, India",19.1114795,72.928021
"Sector 53,Gurgaon, India",28.4415191,77.096805
"Sumthana,Nagpur, India",,
"Kolshet Road,Thane, India",19.2296742,72.9846953
"Budigere Cross,Bangalore, India",13.0462134,77.7504125
"Sector 146,Noida, India",28.5705399,77.3228931
"Kokapet,Hyderabad, India",17.4042541,78.3305213
"Mamurdi,Pune, India",18.6852443,73.722612
"Doddaballapur,Bangalore, India",13.1060415,77.5821076
"Manjari Khurd,Pune, India",18.5258016,73.9920372
"Ujjain Indore Road,Indore, India",22.7630677,75.842117
"Okhla,New Delhi, India",28.6250585,77.2172811
"Sector 44,Noida, India",28.5531837,77.3381716
"Sector 49,Gurgaon, India",28.4128851,77.0498362
"Hoskote,Bangalore, India",13.0318443,77.7618779
"Mundhwa,Pune, India",18.5343218,73.9298264
"Wadala,Mumbai, India",19.0269192,72.8759337
"Hinjewadi Phase 3,Pune, India",18.5920682,73.7576392
"Barrackpore Trunk Road,Kolkata, India",22.6093683,88.3759097
"Mahalunge,Pune, India",19.0931323,73.7526518
"Besa,Nagpur, India",21.0847512,79.09447
"Bagaluru,Bangalore, India",13.1403482,77.671269
"Manglia,Indore, India",22.8174619,75.9249299
"Sector 88A,Gurgaon, India",28.4337898,76.9539433
"Matunga,Mumbai, India",19.0274356,72.8501467
"Kharadi,Pune, India",18.5512763,73.9416575
"Connaught Place,New Delhi, India",28.6314022,77.2193791
"Manjri,Pune, India",18.5058249,73.9623288
"Thanisandra,Bangalore, India",13.0522499,77.6316152
"Kalyan West,Thane, India",19.240353,73.1252789
"Sector 27,Greater Noida, India",28.4742779,77.5320125
"Jagatpur,Ahmedabad, India",23.0892733,72.550066
"Chandivali,Mumbai, India",19.1091482,72.8945793
"New International Airport Road,Bangalore, India",13.0728208,77.6524223
"Electronics City Phase 1,Bangalore, India",12.8401734,77.6595099
"Hoodi,Bangalore, India",12.9959233,77.7192796
"Pari Chowk,Greater Noida, India",28.4631285,77.5080985
"Indira Nagar,Nashik, India",19.9734698,73.7812185
"Navandhe,Raigad, India",,
"Sarjapur,Bangalore, India",12.9116225,77.6388622
"Yerawada,Pune, India",18.5586854,73.8954953
"Khalapur,Raigad, India",18.8321669,73.2852464
"Cumballa Hill,Mumbai, India",18.968623,72.8068368
"Bellahalli Main Road,Bangalore, India",13.1019474,77.63474
"Sector 79,Gurgaon, India",28.4396186,77.0905891
"Manor,Palghar, India",19.7227662,72.9096153
"Ganesh peth,Nagpur, India",20.9311834,77.7556827
"Kalyan,Thane, India",19.2396742,73.1366482
"Mulund,Mumbai, India",19.1721762,72.9562383
"Sector 27,Noida, India",28.5746768,77.3287281
"Hinganewadi,Pune, India",,
"Sector 85,Gurgaon, India",28.403652,76.9531428
"Padur,Chennai, India",12.8054706,80.2247264
"Keshav Nagar,Pune, India",18.5322658,73.9383844
"Bhayandarpada,Thane, India",,
"Hebbal,Bangalore, India",13.0382184,77.5919
"SG Highway,Ahmedabad, India",23.1124781,72.5356222
"Yelahanka,Bangalore, India",13.1006982,77.5963454
"Sector 83,Faridabad, India",28.3809129,77.3718227
"Chembarambakkam,Chennai, India",13.016769,80.1367942
"Ghodbunder Road,Thane, India",19.2335556,72.9759463
"Salt Lake City,Kolkata, India",22.590425,88.41692
"Sector 34,Sonipat, India",29.000174,77.0395075
"Alipore,Kolkata, India",22.5264928,88.3323692
"Sector 80,Gurgaon, India",28.3702173,76.9611159
"Sector 3,Gurgaon, India",28.4973905,77.020526
"Old Panvel,Navi Mumbai, India",,
"Chandkheda,Ahmedabad, India",23.1100643,72.5811205
"Tumkur Road,Bangalore, India",13.0301897,77.5379177
"Pokhran Road,Thane, India",19.216395,72.9726005
"Manpada Thane West,Thane, India",19.214594,73.0909211
"Phase I Industrial Area,Chandigarh, India",,
"Bandra,Mumbai, India",19.0549792,72.8402203
"Bund Garden Road,Pune, India",18.5410842,73.8841652
"Byculla,Mumbai, India",18.9766219,72.8327936
"Shivajinagar,Pune, India",18.5325915,73.8513115
"Airport road,Mangalore, India",12.9300261,74.8585909
"Cuffe Parade,Mumbai, India",18.9129204,72.8201377
"T Nagar,Chennai, India",13.0294483,80.2309064
"Sion,Mumbai, India",19.0465213,72.8632834
"Juinagar,Navi Mumbai, India",19.0559456,73.0182495
"Patel Nagar,New Delhi, India",28.6337877,77.1293046
"Shadipur,New Delhi, India",28.6488242,77.158541
"Sohna,Gurgaon, India",28.3241636,77.0848644
"Koramangala,Bangalore, India",12.9357366,77.624081
"Sector 84,Gurgaon, India",28.4082289,76.9630245
"Dundahera,Gurgaon, India",28.5131762,77.0780415
"Dharuhera,Dharuhera, India",28.205553,76.793427
"Sector 78,Gurgaon, India",28.3725283,76.9702955
"Sector 31,Gurgaon, India",28.4540044,77.0497179
"Vijayanagar,Bangalore, India",12.9709537,77.5373851
"Airoli,Navi Mumbai, India",19.1585147,72.9994019
"Sector 108,Gurgaon, India",28.5128994,76.9823615
"Patrakar Colony,Jaipur, India",,
"Sector 47,Gurgaon, India",28.4251572,77.0475128
"Sector 48,Gurgaon, India",28.4104903,77.0394627
"Grand Trunk Road,Panipat, India",29.3452385,76.9818449
"Sarvodaya Nagar,Mumbai, India",19.1635438,72.9463214
"Sector 33,Gurgaon, India",28.4384785,77.0251655
"Sidcul,Haridwar, India",29.9530546,78.0830905
"Vrindavan Yojana,Lucknow, India",,
"Jawahar Circle,Jaipur, India",26.8397772,75.8009153
"Sector 52,Noida, India",28.5885198,77.3689065
"Kaushambi,Ghaziabad, India",28.6452857,77.3243429
"Sector 77,Noida, India",28.4711991,77.5307605
"Sector 78,Noida, India",28.4712338,77.5308209
"Sector 51,Noida, India",28.5821534,77.371457
"Sector 106,Noida, India",28.4713294,77.5298892
"Chitrakut,Jaipur, India",,
"Bhiwandi,Thane, India",19.3025562,73.0588072
"NH-1,Sonipat, India",28.9953758,77.0233627
"Subhash Nagar,New Delhi, India",,
"Parshwanath king City,Rajpura, India",,
"Grand Trunk Road,Ghaziabad, India",28.6306999,77.4688286
"NH-8,Dharuhera, India",28.2055216,76.7953099
"Faridpur,Panipat, India",29.4353704,76.9528214
"Arthala,Ghaziabad, India",28.676999,77.3918919
"Eldeco Green Meadows,Greater Noida, India",,
"Pakwara,Moradabad, India",,
"Itawa,Dewas, India",22.9814231,76.0370902
"Ambernath East,Thane, India",,
"Sama Savli Road,Vadodara, India",22.443397,73.1905023
"Wai,Satara, India",17.9423742,73.9192535
"Civil Lines,New Delhi, India",28.6792447,77.1954975
"Swarn Nagari,Greater Noida, India",,
"Alpha 2,Greater Noida, India",28.4785615,77.5178236
"Fatehabad Road,Agra, India",27.1610983,78.0407827
"Faizabad Road,Lucknow, India",26.8863181,81.0510531
"Sector 8,Sonipat, India",28.9953758,77.0233627
"NH 1,Rajpura, India",23.2892414,74.9794733
"Mohan Nagar,Ghaziabad, India",28.6785372,77.3840026
"Sanganer,Jaipur, India",26.8146217,75.7731874
"Sector-20,Panchkula, India",30.6655635,76.8572556
"Sector 35,Karnal, India",29.6803266,76.9896254
"Omega 1,Greater Noida, India",,
"Tajganj,Agra, India",27.1687164,78.0389678
"Sangariya,Jodhpur, India",,
"Alpha 1,Greater Noida, India",28.4710345,77.5127373
"Dhanori,Pune, India",18.5906707,73.8913189
"Phi 2,Greater Noida, India",28.4432551,77.5221103
"Sector 61,Noida, India",28.596458,77.3675644
"New Moradabad,Moradabad, India",,
"Ashok Nagar,Sonipat, India",28.989868,77.0225231
"Raj Pura,Mohali, India",,
"PI 1 & 2,Greater Noida, India",28.4733159,77.542418
"Amruthnagar,Bangalore, India",13.0569904,77.5981092
"Sector 12,Faridabad, India",28.3855484,77.3232364
"Baner Road,Pune, India",18.564727,73.7747989
"Sector 20B,Faridabad, India",28.3882379,77.3108457
"Pandav Nagar,New Delhi, India",28.6500237,77.1536755
"Seelampur,New Delhi, India",,
"Netaji Subhash Place,New Delhi, India",,
"Sector 3 Rohini,New Delhi, India",28.7060837,77.1028753
"Banashankari Stage 2,Bangalore, India",12.9244594,77.5701543
"Vishwas Nagar,New Delhi, India",,
"Rabindra Nagar,New Delhi, India",28.5990034,77.2238326
"GK I,New Delhi, India",,
"Greater Kailash,New Delhi, India",28.5555167,77.2634965
"Chittaranjan Park,New Delhi, India",28.5415061,77.2432977
"Vikaspuri,New Delhi, India",28.6379545,77.0713693
"Kalu Sarai,New Delhi, India",28.536917,77.1881324
"Uttam Nagar,New Delhi, India",28.6088003,77.0673956
"Sector 22 Rohini,New Delhi, India",28.7194508,77.067249
"Sector 25 Rohini,New Delhi, India",,
"Kanjhawala,New Delhi, India",,
"Greater Kailash Enclave 2,New Delhi, India",,
"Gwal Pahari,New Delhi, India",,
"Gunjur,Bangalore, India",12.9209772,77.7361016
"Soukya Road,Bangalore, India",13.0774744,77.5587548
"Panathur,Bangalore, India",12.9351457,77.7047541
"Shela,Ahmedabad, India",23.0108213,72.4427119
"Prahlad Nagar,Ahmedabad, India",22.9999369,72.5050111
"Makarba,Ahmedabad, India",22.996342,72.5043085
"Kothanur,Bangalore, India",12.8701259,77.5820178
"Satellite,Ahmedabad, India",23.0230941,72.5364734
"Sanathal,Ahmedabad, India",22.9645191,72.4704112
"Hennur Main Road,Bangalore, India",13.0161182,77.6292879
"South Bopal,Ahmedabad, India",23.0235385,72.470527
"Jodhpur Village,Ahmedabad, India",,
"Kannuru,Bangalore, India",13.0967426,77.6535003
"Vastrapur,Ahmedabad, India",23.0400861,72.5290418
"Bodakdev,Ahmedabad, India",23.0445921,72.517344
"Sardar Patel Ring Road,Ahmedabad, India",22.9254331,72.5698393
"Bellandur,Bangalore, India",12.9371445,77.6720227
"Thaltej,Ahmedabad, India",23.0485393,72.511742
"Gomtipur,Ahmedabad, India",23.0136957,72.620581
"Ambawadi,Ahmedabad, India",23.0226117,72.5490834
"Maninagar,Ahmedabad, India",22.9986596,72.6114013
"Memnagar,Ahmedabad, India",23.0530844,72.5329308
"Navrangpura,Ahmedabad, India",23.0359998,72.5643429
"Ellisbridge,Ahmedabad, India",23.0230917,72.5719841
"Usmanpura,Ahmedabad, India",23.0494863,72.5672615
"Mirzapur,Ahmedabad, India",,
"Sola,Ahmedabad, India",23.069237,72.5111307
"Vasant Nagar,Ahmedabad, India",,
"Kalupur,Ahmedabad, India",23.0263312,72.601
"Bopal,Ahmedabad, India",23.0235385,72.470527
"Isanpur,Ahmedabad, India",22.9811295,72.6012948
"Shahibaug,Ahmedabad, India",23.0556364,72.5965538
"Khadia,Ahmedabad, India",23.02139,72.5892915
"University Area,Ahmedabad, India",,
"Girdhar Nagar,Ahmedabad, India",,
"GIDC Naroda,Ahmedabad, India",23.0908562,72.6718084
"Naranpura,Ahmedabad, India",23.0567133,72.5508575
"Gulbai Tekra,Ahmedabad, India",23.0265739,72.5489628
"Shenbhai Nagar,Ahmedabad, India",,
