address,lat,lon
"Teen Hath Naka,Thane, India",19.1883779,72.9635894
"Ghatkopar East,Mumbai, India",19.0833438,72.9123246
"Vaishnodevi Circle,Ahmedabad, India",,
"Sector 63,Gurgaon, India",28.3964476,77.086498
"Gwal Pahari,Gurgaon, India",28.4326344,77.1480585
"Shantigram,Ahmedabad, India",23.1604009,72.5425111
"Bapunagar,Ahmedabad, India",23.0326239,72.6392784
"Gandhinagar,Gandhinagar, India",23.2232877,72.6492267
"Bandra Kurla Complex,Mumbai, India",19.067115,72.8657245
"Sector 60,Gurgaon, India",28.3985617,77.0978276
"Andheri,Mumbai, India",19.1196976,72.8464205
"Gokuldham,Ahmedabad, India",22.9796533,72.4561544
"Thane West,Thane, India",19.2568987,73.1328761
"Vejalpur,Ahmedabad, India",23.0069372,72.5208415
"Ranip,Ahmedabad, India",23.0766234,72.5764197
"Makar Pura,Vadodara, India",,
"Ghuma,Ahmedabad, India",23.0295113,72.4506006
"Ashram Road,Ahmedabad, India",23.0326658,72.570062
"Kolat,Ahmedabad, India",22.9552343,72.4222572
"Kadi,Mehsana, India",23.297561,72.329899
"Gurukul,Ahmedabad, India",23.0457058,72.5268056
"Sardar Patel Nagar,Ahmedabad, India",23.0304268,72.522802
"Juhapura,Ahmedabad, India",23.0040778,72.5285046
"Gota,Ahmedabad, India",23.1010002,72.5408363
"Sindhu Bhavan Marg,Ahmedabad, India",,
"Chandlodia,Ahmedabad, India",23.0836489,72.5520835
"Paldi,Ahmedabad, India",23.0145531,72.5635432
"Ognaj,Ahmedabad, India",23.1177924,72.5136803
"Palodia,Gandhinagar, India",,
"Odhav,Ahmedabad, India",23.0185001,72.6577647
"Vasna,Ahmedabad, India",23.0020055,72.5472413
"Hebatpur,Ahmedabad, India",22.1398631,72.1004929
"Motera,Ahmedabad, India",23.0917717,72.5973345
"Sanand Sarkhej Road,Ahmedabad, India",,
"Sarkhej,Ahmedabad, India",22.983483,72.5007203
"Kunvar,Ahmedabad, India",,
"Chharodi,Ahmedabad, India",23.0393458,72.2748933
"Bhatta,Ahmedabad, India",,
"Ambli,Ahmedabad, India",23.0287178,72.481643
"Bandlaguda Chandrayangutta,Hyderabad, India",17.314596,78.4701106
"Ghatlodiya,Ahmedabad, India",23.075569,72.549728
"Ramdev Nagar,Ahmedabad, India",23.0264444,72.5120935
"Thaltej Shilaj Road,Ahmedabad, India",23.0526146,72.4817156
"Sindhi Society Chembur,Mumbai, India",19.050289,72.8915885
"Chanakyapuri,Ahmedabad, India",23.086171,72.534872
"Memadpur,Ahmedabad, India",,
"Sanand Nalsarovar Road,Ahmedabad, India",,
"Howrah,Kolkata, India",22.5833648,88.3403452
"Bhat,Ahmedabad, India",23.1170709,72.6283409
"Manipur,Ahmedabad, India",23.0330965,72.4260377
"GIFT City,Gandhinagar, India",23.1629053,72.688695
"Nava Vadaj,Ahmedabad, India",23.0682238,72.5640995
"University Road,Rajkot, India",22.2880025,70.7651085
"Rangoli Party Plot,Rajkot, India",,
"Mithakhali,Ahmedabad, India",23.0311771,72.5641637
"Drive In Road,Ahmedabad, India",23.0447735,72.543826
"University Road,Ahmedabad, India",23.0389021,72.5519454
"Adajan,Surat, India",21.2651204,72.8499128
"Vaishali Nagar,Rajkot, India",,
"Gondal Road,Rajkot, India",22.2790283,70.799139
"Kalawad Road,Rajkot, India",22.2789194,70.7630299
"Nana Chiloda,Ahmedabad, India",,
"Narolgam,Ahmedabad, India",,
"Naroda,Ahmedabad, India",23.0732586,72.6508299
"Kotarpur,Ahmedabad, India",,
"Godhavi,Ahmedabad, India",23.0233196,72.4087089
"North Bopal,Ahmedabad, India",,
"New Vasna,Sabarkantha, India",,
"Premchand Nagar Society,Ahmedabad, India",,
"Ambli Bopal Road,Ahmedabad, India",23.0272876,72.5064126
"Raska,Kheda, India",22.893631,72.715373
"Science City,Ahmedabad, India",23.077854,72.494798
"Moraiya,Ahmedabad, India",22.9306513,72.4407996
"Hanspura,Ahmedabad, India",23.0810804,72.6819875
"Science Park,Ahmedabad, India",23.0796054,72.4947908
"Govindpura,Mehsana, India",,
"Kadi,Ahmedabad, India",23.3793019,72.4056842
"Shivranjani Cross Road,Ahmedabad, India",23.0243726,72.5302342
"Zundal,Ahmedabad, India",,
"Ahmedabad Cantonment,Ahmedabad, India",,
"Naroda Road,Ahmedabad, India",23.0322113,72.5997076
"Iscon Ambli Road,Ahmedabad, India",,
"Piplod,Surat, India",21.1652097,72.7757537
"Sayajigunj,Vadodara, India",22.309047,73.1851032
"Amrut Nagar,Deesa, India",,
"Lambhel,Anand, India",,
"Halol,Vadodara, India",22.4638786,73.4419006
"Valukad,Bhavnagar, India",,
"Sanodar,Bhavnagar, India",,
"Dholera,Ahmedabad, India",22.2495856,72.1959892
"Fulsar,Bhavnagar, India",,
"Roowa,Bhavnagar, India",,
"Navsari,Navsari, India",20.952407,72.9323831
"Sargasan,Gandhinagar, India",23.1842801,72.6156802
"Kudasan,Gandhinagar, India",23.1704419,72.6234269
"Adalaj,Gandhinagar, India",23.1646919,72.5821046
"Nava Naroda,Ahmedabad, India",23.0687402,72.6734956
"Muthia,Ahmedabad, India",,
"Pimple Gurav,Pune, India",18.5874457,73.8213076
"Tavarekere,Bangalore, India",12.9207814,77.6108339
"Parvat Gam,Surat, India",,
"Ghatkopar West,Mumbai, India",19.0897439,72.9048035
"Thakurdwar,Mumbai, India",18.9500139,72.8236381
"Jamnagar Road,Rajkot, India",22.317397,70.7864731
"Karanjade,Navi Mumbai, India",,
"Wagle Industrial Estate,Thane, India",19.1985175,72.9509778
"150 Feet Ring Road,Rajkot, India",22.3276253,70.7685296
"Ghanteshwer,Rajkot, India",,
"Raiya Road,Rajkot, India",22.2971274,70.795216
"Nana Mava Road,Rajkot, India",22.2729975,70.7792139
"Ramamurthy Nagar,Bangalore, India",13.0120218,77.6777817
"Shivpur,Varanasi, India",25.3620384,82.9461627
"Bulanala,Varanasi, India",,
"Maulvibagh,Varanasi, India",,
"Nagwa Lanka,Varanasi, India",,
"Mahmoorganj,Varanasi, India",25.3059635,82.9837455
"Misrod,Bhopal, India",23.1684964,77.4586234
"Rail Nagar,Rajkot, India",22.309404,70.7812427
"Bhagwatipara,Rajkot, India",,
"Asha Pura,Rajkot, India",,
"Kothariya Bye Pass,Rajkot, India",,
"Ranave Chowk,Junagadh, India",,
"Madhapar,Rajkot, India",,
"Nana Mava,Rajkot, India",22.2729975,70.7792139
"Vesu,Surat, India",21.1371079,72.788677
"Palanpur,Surat, India",21.2114559,72.7771062
"Bhatar Road,Surat, India",21.1703331,72.8156733
"Dumas Road,Surat, India",21.104229,72.7299928
"Vasai,Mumbai, India",19.3508311,72.8938078
"New citylight,Surat, India",,
"Jadishan Village,Mandal, India",,
"Mehul Nagar,Rajkot, India",,
"Althan,Surat, India",21.1476746,72.8039806
"Pipaliya,Rajkot, India",22.095403,70.7751729
"Mandal,Ahmedabad, India",23.2883831,71.9178854
"Palitana,Bhavnagar, India",21.5236104,71.8219597
"Thol Road,Gandhinagar, India",,
"Nav Sari Bajar,Surat, India",,
"Dabwali Road,Bhatinda, India",30.1737052,74.929401
"Bhugaon,Pune, India",18.5000084,73.7501119
"VIP Road,Surat, India",21.1453708,72.8051957
"Virar,Mumbai, India",19.5175313,72.8497261
"Vasai East,Mumbai, India",,
"Bhimrad,Surat, India",21.143041,72.804763
"Bhestan,Surat, India",21.1225832,72.8630342
"Saki Naka,Mumbai, India",19.108206,72.8828404
"Nagerbazar,Kolkata, India",22.6228349,88.4139318
"Govindpur,Jamshedpur, India",22.742148,86.2573528
"Jahangirabad,Surat, India",,
"Pal,Surat, India",21.1967679,72.7782724
"Punagam,Surat, India",,
"Puna,Surat, India",21.2109797,72.8816258
"Bhatha,Surat, India",,
"B R Park,Surat, India",,
"Varacha,Surat, India",,
"Pal Gam,Surat, India",,
"Vesu Canal Road,Surat, India",,
"Dahin Nagar,Surat, India",21.236846,72.7789158
"Gopi Pura,Surat, India",,
"P&T Colony,Mumbai, India",19.1717817,72.944423
"Apcha Nagar,Surat, India",,
"Garib Niwas Nagar,Surat, India",,
"Palanpur Gam,Surat, India",21.2088513,72.7719567
"Thakurli,Thane, India",19.2255622,73.0968165
"Horamavu,Bangalore, India",13.0273312,77.6601508
"Palsana,Surat, India",21.0859408,72.978046
"Dumas,Surat, India",21.0878845,72.712561
"Rundh,Surat, India",,
"Dashrath,Vadodara, India",,
"Bardoli,Surat, India",21.1338291,73.1053896
"Ring Road,Surat, India",21.18278,72.8143272
"Saroli,Surat, India",21.1832891,72.8137891
"Pranami Nagar,Ahmedabad, India",,
"Narthan,Surat, India",,
"Kamrej,Surat, India",21.2797773,72.948269
"Parvat Patia Gaon,Surat, India",,
"Parvat Patiya,Surat, India",21.179589,72.866238
"Mota Varachha,Surat, India",,
"Amroli,Surat, India",21.2375488,72.8505771
"Sarthana Jakat Naka,Surat, India",,
"Varachha Main Road,Surat, India",,
"Kumbharia Gam,Surat, India",,
"Parvat Patia,Surat, India",,
"Palan Pur Patiya,Surat, India",,
"Athwa,Surat, India",21.1779392,72.8036522
"Jahangir Pura,Surat, India",,
"Narotam Nagar,Surat, India",,
"City Light Town,Surat, India",-20.2978156,57.5370899
"Dindoli,Surat, India",21.1523213,72.8724865
"Chala,Vapi, India",20.3902664,72.8882508
"Magarpatta City,Pune, India",18.5111545,73.9273823
"Khandeshwar,Navi Mumbai, India",19.0073498,73.0952827
"Atladra,Vadodara, India",,
"Jagannath Plot,Rajkot, India",,
"Tandalja,Vadodara, India",22.2867702,73.1499454
"Nerul,Navi Mumbai, India",19.0335938,73.018164
"Dabhoi Road,Vadodara, India",22.2776417,73.2346842
"Vasna Bhayli Main Road,Vadodara, India",22.287043,73.128241
"Padra Road,Vadodara, India",22.2874745,73.1647233
"Bhayli,Vadodara, India",22.2905178,73.1269699
"Gokul Nagar,Vadodara, India",22.2791821,73.2440581
"Khatamba,Vadodara, India",,
"Tarsali,Vadodara, India",22.2571733,73.1995728
"Waghodia Road,Vadodara, India",22.2945585,73.232922
"Dharam Nagar,Rajkot, India",,
"Gulab Nagar,Rajkot, India",,
"Kapurai Village,Vadodara, India",,
"Kandivali,Mumbai, India",19.2041136,72.8517376
"Nizampura,Vadodara, India",22.3373315,73.1791996
"Gotri,Vadodara, India",22.3142488,73.1388124
"Gotri Road Gotri,Vadodara, India",22.314166,73.1427544
"Sama,Vadodara, India",22.3425199,73.202032
"Manjalpur,Vadodara, India",22.2758686,73.1879304
"Sevasi,Vadodara, India",22.3184181,73.1193683
"Vasna Road,Vadodara, India",22.2949374,73.1585091
"New Alkapuri,Vadodara, India",22.3135386,73.1810522
"Gorwa,Vadodara, India",22.3354934,73.148582
"Akota,Vadodara, India",22.2934122,73.1720458
"Sun Pharma Road,Vadodara, India",,
"Waghodia,Vadodara, India",22.3043328,73.4016768
"Atladara,Vadodara, India",22.2768734,73.1610199
"Bhatar,Surat, India",21.1736077,72.8171181
"Baner,Pune, India",18.5642431,73.7768573
"VIP Road,Vadodara, India",22.3274215,73.2122236
"Sayajipura,Vadodara, India",,
"Maneja,Vadodara, India",22.2374198,73.1886877
"Danteshwar,Vadodara, India",22.276226,73.2107907
"Kendranagar,Vadodara, India",,
"Vasant Vihar,Vadodara, India",,
"Karelibaug,Vadodara, India",,
"Laxmipura,Vadodara, India",22.321882,73.1353836
"Samiyala,Vadodara, India",,
"Kalali,Vadodara, India",22.2675604,73.1644858
"Alkapuri,Vadodara, India",22.3101726,73.1756893
"Haripura,Vadodara, India",22.3076346,73.1659044
"Diwalipura,Vadodara, India",22.300937,73.156256
"Ajwa Road,Vadodara, India",22.3030966,73.2268043
"Chhani,Vadodara, India",22.3625714,73.1712952
"New Gotri,Vadodara, India",,
"New Kareli Baug,Vadodara, India",,
"Mansa,Gandhinagar, India",23.425103,72.6583024
"Nehru Chacha Nagar,Vadodara, India",,
"Aundh,Pune, India",18.5618834,73.8101957
"Sachin,Surat, India",21.0778781,72.8744643
"Sayaji Path,Vadodara, India",,
"Soma Talav,Vadodara, India",22.2723372,73.225551
"Madhavpura,Vadodara, India",,
"Anand Nagar,Vadodara, India",,
"Vadsar,Vadodara, India",,
"Subhanpura,Vadodara, India",22.3213939,73.1549782
"Race Course Road,Vadodara, India",22.3083672,73.1617948
"Sindhrot,Vadodara, India",22.3184181,73.1193683
"Hadapsar,Pune, India",18.5007741,73.9379146
"Warasiya,Vadodara, India",,
"Phursungi,Pune, India",18.4572003,74.0021566
"Akota Road,Vadodara, India",22.2966696,73.1706971
"Saiyed Vasna,Vadodara, India",22.3033795,73.147326
"Chhani Jakat Naka,Vadodara, India",,
"Lower Parel,Mumbai, India",18.99568,72.8302756
"Umeta,Vadodara, India",,
"Vemali,Vadodara, India",,
"Old Padra Road,Vadodara, India",22.2874745,73.1647233
"Ramwadi,Vadodara, India",,
"Gotri Sevasi Road,Vadodara, India",,
"Action Area 3,Kolkata, India",22.5569919,88.4991673
"Sector 70,Gurgaon, India",28.3947261,77.0223138
"Sector 71,Gurgaon, India",28.4064564,77.0233125
"Sector 117,Noida, India",28.4708204,77.5310963
"Sector-97,Mohali, India",30.6704003,76.6861152
"Dadar West,Mumbai, India",19.0238887,72.8382236
"Sector 69,Gurgaon, India",28.3960701,77.0372311
"Nallambakkam,Chennai, India",,
"Sohna Road,Faridabad, India",,
"NH 71B,Rewari, India",,
"Kolar Road Janki Nagar,Bhopal, India",23.2131026,77.4192845
"Kurla East,Mumbai, India",19.0628944,72.8825604
"Sector 50,Gurgaon, India",28.4166536,77.0611745
"PI 2,Greater Noida, India",28.4733159,77.542418
"Sector 45,Gurgaon, India",28.4449004,77.0663545
"South City 2,Gurgaon, India",28.4188806,77.0439211
"South City 1,Gurgaon, India",28.4188433,77.0440293
"Sector 5 Vaishali,Ghaziabad, India",28.6471629,77.3346949
"Nirvana Country,Gurgaon, India",28.4150509,77.0642955
"Jopling Road,Lucknow, India",26.8558151,80.9589326
"N H 1 Ambala,Ambala, India",,
"Sector 38,Noida, India",28.5581844,77.329477
"Chi 3,Greater Noida, India",28.4375939,77.513933
"Sector 29,Gurgaon, India",28.4669197,77.0671306
"Sector 96,Noida, India",28.5442032,77.3469943
"Sector 46,Gurgaon, India",28.4359133,77.0584045
"Butler Colony,Lucknow, India",,
"Kundanoor,Kochi, India",9.9367681,76.318371
"Banashankari,Bangalore, India",12.9278196,77.556621
"Sector 91,Chandigarh, India",30.7056233,76.742761
"Delhi Road,Rewari, India",28.6137467,77.1084836
"Sector 32,Gurgaon, India",28.4458035,77.0413169
"Sector 21,Gurgaon, India",28.5143629,77.0730087
"Sector 10 Rohini,New Delhi, India",28.7194201,77.1096302
"Sector 51,Gurgaon, India",28.4287011,77.0666877
"Sector 41,Gurgaon, India",28.4569188,77.0646046
"Sector MU,Greater Noida, India",,
"Sector 71,Chandigarh, India",30.7316375,76.791983
"Perambur,Chennai, India",13.1121242,80.245022
"Uttarahalli,Bangalore, India",12.9055682,77.5455438
"Udyog Vihar,Gurgaon, India",28.4917349,77.0819718
"Kasba,Kolkata, India",22.5044355,88.3721663
"JP Nagar,Bangalore, India",12.9096941,77.5866067
"Sector 70A,Gurgaon, India",28.3846684,77.0220391
"Sector 84,Faridabad, India",28.3809129,77.3718227
"Sector 75,Faridabad, India",28.3703893,77.3721153
"Sector 88,Faridabad, India",28.4157188,77.3542573
"Sector 77,Faridabad, India",28.3703893,77.3721153
"Sector 81,Faridabad, India",28.3809129,77.3718227
"Sector 82,Faridabad, India",28.4031478,77.3105561
"Sector 80,Faridabad, India",28.4031478,77.3105561
"Sector 85,Faridabad, India",28.3809129,77.3718227
"Sector 37D,Gurgaon, India",28.4480039,76.9697682
"Neharpar,Faridabad, India",,
"Sector 76,Faridabad, India",28.3703893,77.3721153
"Sector 57,Gurgaon, India",28.4232478,77.0804487
"Sector 86,Faridabad, India",28.40682,77.3425261
"Udyog Vihar Phase 4,Gurgaon, India",28.4971745,77.0813511
"Sector 89,Faridabad, India",28.4210246,77.3667617
"Gomti Nagar Extension Bypass Road,Lucknow, India",,
"Mullanpur Garibdass,Mohali, India",,
"Balya Kheda,Indore, India",,
"Pakhowal Road,Ludhiana, India",30.8810554,75.8200592
"Omex City,Lucknow, India",,
"Amar Shaheed Path,Lucknow, India",,
"Naini,Allahabad, India",25.3926726,81.8590806
"Mayakhedi,Indore, India",,
"Sector 79,Faridabad, India",28.3808663,77.3573924
"Sector 15,Bahadurgarh, India",24.4477838,77.1502581
"Chaitanya Vihar,Vrindavan, India",27.5684072,77.6723686
"Chhatikara Road,Vrindavan, India",,
"Alwar Bypass Road,Bhiwadi, India",,
"Sarojani Nagar,Lucknow, India",26.8259652,80.779569
"Sarojini Nagar,Lucknow, India",26.7513539,80.8677915
"Indra Chowk,Rudrapur, India",28.9706445,79.3972833
"Madhya Marg,Chandigarh, India",30.7547299,76.7791906
"Chandni Chowk,New Delhi, India",,
"Omaxe City 1,Indore, India",,
"Sector 93B,Noida, India",28.5126128,77.3900479
"Omega 2,Greater Noida, India",,
"Indore Bypass Road,Indore, India",,
"Omaxe,Bhiwadi, India",28.1456837,76.8121769
"Sector 98,Faridabad, India",28.3809129,77.3718227
"Sidcul,Rudrapur, India",29.0013152,79.4175248
"Sector 93,Noida, India",28.5229507,77.3861165
"Sector 78,Faridabad, India",28.3809129,77.3718227
"Haldwani Road,Rudrapur, India",,
"Sector 14,Bahadurgarh, India",24.284407,77.1282608
"Sector 92,Noida, India",28.5181771,77.394897
"Jhajjar Road,Rohtak, India",28.7719671,76.7704415
"Surajkund,Faridabad, India",28.4836699,77.283006
"Thakkarwal,Ludhiana, India",,
"Beta 2,Greater Noida, India",28.484866,77.5134595
"Sector-4A,Bahadurgarh, India",,
"Omaxe City,Palwal, India",,
"Civil Lines,Ludhiana, India",30.91148,75.8473526
"Eco City 1,Chandigarh, India",,
"Sector 42,Faridabad, India",28.4031478,77.3105561
"Sushant Lok 2,Gurgaon, India",28.4227953,77.0868304
"Sector 112,Noida, India",28.6276195,77.3818692
"Noida Greater Noida Expressway,Noida, India",28.4610024,77.4630568
"Sector 73,Mohali, India",30.7176731,76.6986251
"Goniana Road,Bhatinda, India",30.217635,74.9409749
"Pantnagar,Rudrapur, India",29.0330763,79.4718513
"NH 2,Agra, India",27.2063803,78.0314175
"Baropiwala,Baddi, India",,
"Khanbhag,Sangli, India",16.8579047,74.5718032
"Bhambori,Jaipur, India",,
"Ansal Golf Links 1,Greater Noida, India",28.4534825,77.5066876
"Sector 111,Gurgaon, India",28.5222773,77.0336203
"Tollygunge,Kolkata, India",22.498636,88.3453908
"Sector 2,Greater Noida, India",28.470643,77.5317254
"Sector 39,Faridabad, India",28.4031478,77.3105561
"Charmwood Village,Faridabad, India",,
"Nehru Place,New Delhi, India",28.5480268,77.2534172
"Vaishali,Ghaziabad, India",28.6496701,77.339575
"Badarpur,New Delhi, India",,
"Sector 37,Faridabad, India",28.4797316,77.3118598
"Sector 41,Faridabad, India",28.3809129,77.3718227
"Sector 48,Faridabad, India",28.4046706,77.2864989
"Sector 21C,Faridabad, India",28.4301575,77.2956062
"Thiruninravur,Chennai, India",13.2622679,80.0280928
"Sector 97,Faridabad, India",28.3809129,77.3718227
"Greenfield Colony,Faridabad, India",28.4635555,77.2938106
"Bandra East,Mumbai, India",19.0616565,72.8498111
"Horamavu Agara,Bangalore, India",13.037817,77.6504617
"Mogappair,Chennai, India",13.0835142,80.1840779
"Bhopani,Faridabad, India",,
"Sector 28,Faridabad, India",28.4382044,77.3090567
"Sector 72,Faridabad, India",28.3809129,77.3718227
"Molarband Extension,New Delhi, India",,
"Ashoka Enclave,Faridabad, India",,
"Grand Trunk Road,Karnal, India",29.5383256,76.9730111
"Sector 15 Part 2,Gurgaon, India",28.4646148,77.0299194
"Modi Puram,Meerut, India",,
"Grand Trunk Road,Amritsar, India",31.6048454,74.5755713
"NH - 1,Karnal, India",29.7193177,76.9826655
"Sector 45,Karnal, India",29.6737682,76.9966421
"Taraori,Karnal, India",29.800459,76.9273776
"Sector 28,Karnal, India",29.6803266,76.9896254
"Digmore,Fatehabad, India",,
"Daburji,Amritsar, India",,
"Sidhwan Canal Road,Ludhiana, India",,
"Sector 59,Gurgaon, India",28.4030162,77.1066682
"Sector 4,Panchkula, India",30.6902599,76.8606995
"Faridabad Gurgaon Road,Gurgaon, India",28.4394234,77.1268065
"Sector 58,Gurgaon, India",28.4160012,77.1085564
"Sector 67A,Gurgaon, India",28.4753259,77.0258279
"Pinjore,Panchkula, India",30.8042411,76.9149498
"Udyog Vihar Phase 3,Gurgaon, India",28.4971745,77.0813511
"Jawahar Lal Nehru Marg,Jaipur, India",,
"C-Scheme,Jaipur, India",26.9212858,75.792766
"Sector-33,Kaithal, India",29.7996588,76.3989903
"Sector 6,Gurgaon, India",28.4753259,77.0258279
"NH-2,Vrindavan, India",27.5753726,77.6938045
"Sikar Road,Jaipur, India",26.949528,75.7722515
"Sector 35 Suncity Township I,Rohtak, India",,
"Jhotwara,Jaipur, India",26.9585861,75.7527694
"Sonipat Road,Rohtak, India",28.896247,76.6181231
"Chittaranjan Avenue,Kolkata, India",22.5725799,88.3588567
"Sector 14,Panchkula, India",30.6793228,76.845908
"Raipur Rani,Panchkula, India",30.5334707,76.9921742
"Sector-6,Palwal, India",29.9501038,76.8725766
"Sector 27 Panchkula Extension,Panchkula, India",,
"Subhash Nagar,Rohtak, India",,
"Palwali,Faridabad, India",,
"Sector 12,Panchkula, India",30.6812724,76.8577882
",Tapowan, India",20.6622604,76.0847813
"Sector 16,Sonipat, India",28.9953758,77.0233627
"Shelu,Thane, India",,
"Sector 16,Panchkula, India",30.6931797,76.837229
"Chandigarh Panchkula Road,Panchkula, India",30.6990536,76.8357208
"Sector 24 Panchkula Extension,Panchkula, India",,
"Sushant Golf City,Lucknow, India",26.7801794,81.0247541
"Crossings Republik,Ghaziabad, India",28.6284686,77.434157
"Kharar Landran Road,Mohali, India",,
"Ashok Nagar,Jaipur, India",26.8974037,75.7612374
"Aliganj,Lucknow, India",26.90515,80.9479913
"Kundli,Sonipat, India",28.8696747,77.1198167
"Chamrawali Bodaki,Greater Noida, India",,
"Kalwar Road,Jaipur, India",26.9437399,75.7525074
"Chandigarh Enclave,Mohali, India",,
"Shastri Puram,Agra, India",,
"Sushant city,Meerut, India",28.9445379,77.642467
"Sector 35,Sonipat, India",28.9953758,77.0233627
"Sector 116,Mohali, India",30.7142419,76.6582202
"Kanpur Road,Lucknow, India",26.7762656,80.9019321
"Phase 1 Sector 55,Mohali, India",,
"Sushant City,Jodhpur, India",,
"KMP Expy,Sonipat, India",,
"Sector 2,Gurgaon, India",28.5090499,77.0342831
"Sector 114,Mohali, India",30.701217,76.653285
"Ansal API Golf City,Lucknow, India",,
"Mansa Road,Bhatinda, India",30.1389155,74.9920358
"Sector 5,Kurukshetra, India",29.9710874,76.8835148
"Jalandhar Cantt,Jalandhar, India",31.308375,75.599961
"Gurdev Nagar,Ludhiana, India",,
"Rakh Bagh,Ludhiana, India",,
"GT Karnal Road,New Delhi, India",28.6846877,77.1963064
"Nayi Sadak,Jodhpur, India",,
"Tilak Nagar,Bhilwara, India",,
"Manchwa,Jaipur, India",,
"Kalwar,Jaipur, India",26.9863739,75.5856156
"Adarsh Nagar,Jaipur, India",26.8986698,75.8163567
"Sector 142,Noida, India",28.5705399,77.3228931
"Gautam budh nagar,Greater Noida, India",28.4492122,77.5281018
"Sector 97,Noida, India",28.5404633,77.3540746
"Sector 94,Noida, India",28.5510172,77.323759
"Sector 113,Gurgaon, India",28.5286649,77.0250282
"Sector 72,Noida, India",28.6114861,77.3777821
"NH 1,Panipat, India",29.3912753,76.9771675
"Sector 74,Gurgaon, India",28.4110081,77.0101209
"Sector 68,Gurgaon, India",28.388897,77.0459859
"Sector 107,Gurgaon, India",28.506941,76.9752137
"Jagadhri,Yamunanagar, India",30.1532045,77.3011957
"Sector 37C,Gurgaon, India",28.4489095,76.9880502
"Sector-40,Panipat, India",29.3787253,76.9926784
"Ashok Nagar,Rohtak, India",28.6716045,77.155291
"Sector 27,Rohtak, India",28.9010899,76.5801935
"Sector 37,Rohtak, India",28.9010899,76.5801935
"Gohana Road,Rohtak, India",28.9172832,76.5940109
"IIM Road,Lucknow, India",,
"Sector 17 Dwarka,New Delhi, India",28.5592726,77.0666248
"Bijnor Road,Lucknow, India",,
"Sector 119,Noida, India",28.4707135,77.5311759
"Grand Trunk Road,Sonipat, India",29.0761014,77.0596192
"Sector 33,Sonipat, India",28.9953758,77.0233627
"Sitapur Road,Lucknow, India",26.972815,80.9245445
"Jaitikhera,Lucknow, India",,
"neemrana,Alwar, India",27.9918589,76.3844141
"Nakodar Noad,Jalandhar, India",,
"NH-1,Ludhiana, India",30.9090157,75.851601
"Kalyan Pur,Kanpur, India",,
"Omicron 1,Greater Noida, India",28.4626933,77.5623219
"NH-8,Neemrana, India",27.9921616,76.3856561
"Omicron 2,Greater Noida, India",28.4675617,77.5572168
"Sector 48,Noida, India",28.5567103,77.3687445
"Phi 1,Greater Noida, India",28.4432551,77.5221103
"Eldeco Udyan II,Lucknow, India",,
"Mathura Road,Faridabad, India",28.3650553,77.314851
"G.T. Karnal Road,Panipat, India",,
"Bara Sirohi,Kanpur, India",,
"Hussainpura,Ludhiana, India",,
"Hazratganj,Lucknow, India",26.8475285,80.9432003
"Udyan-2,Lucknow, India",,
"New Hyderabad,Lucknow, India",,
"Jawahar Puram,Kanpur, India",,
"Vrindavan Colony,Lucknow, India",,
"Bangla Bazar,Lucknow, India",,
"Sector 14,Sonipat, India",28.99728,77.0314296
"Sector 26,Sonipat, India",28.9953758,77.0233627
"Sector 27,Sonipat, India",28.9953758,77.0233627
"Sector 110,Mohali, India",30.6703448,76.6657948
"TDI City Kundli,Sonipat, India",,
"TDI City,Moradabad, India",,
"Batla chowk,Jalandhar, India",,
"Sector 17,Chandigarh, India",30.7400652,76.7825889
"Sector 111,Mohali, India",30.6786313,76.6628122
"Sector 39,Sonipat, India",28.9953758,77.0233627
"Sector 30,Sonipat, India",28.9953758,77.0233627
"Sector 63,Sonipat, India",29.000174,77.0395075
"Sector 64,Sonipat, India",28.9879576,77.0425537
"Sector 88,Mohali, India",30.6832448,76.6913938
"Rajaji National Park,Haridwar, India",30.1068945,78.0214813
"NH-58,Haridwar, India",29.9214038,78.1118665
"Roshanabad,Haridwar, India",29.9731984,78.0571327
"Roorkee,Haridwar, India",29.8693496,77.8902124
"Tingre Nagar,Pune, India",18.5847495,73.8927069
"Sector 4,Kurukshetra, India",29.9598121,76.8825898
"Sector 12,Sonipat, India",28.9879576,77.0425537
"Sector 28,Sonipat, India",28.9953758,77.0233627
"Bharari,Shimla, India",31.1237707,77.1765395
"Kasauli,Kasauli, India",30.8999479,76.9619744
"Bharari Road,Shimla, India",31.1434737,77.1546859
"Fagu,Shimla, India",31.0869772,77.3033208
"Sector 70,Noida, India",28.5976614,77.3842607
"Sector 121,Noida, India",28.471143,77.5312609
"New Shimla,Shimla, India",31.0845266,77.1703168
"Sarai Dhela,Dhanbad, India",,
"Bhuli Hirak Road,Dhanbad, India",,
"Hans Vihar Colony,Dhanbad, India",,
"Karjat,Raigad, India",18.9127655,73.3228202
"Marine Lines,Mumbai, India",18.945764,72.8237193
"Gobindpur,Dhanbad, India",23.8736925,86.4673961
"Zaheerabad Main Road,Hyderabad, India",,
"Panchasayar,Kolkata, India",22.4760526,88.3970768
"Korattur,Chennai, India",13.1115484,80.1846272
"Garfa,Kolkata, India",22.5061454,88.3839756
"Khar West,Mumbai, India",19.0612409,72.8245069
"Andal,Durgapur, India",23.5682574,87.2080142
"Babudih,Dhanbad, India",,
"Kasturba Nagar,Dhanbad, India",23.7999992,86.4323271
