city,state,country,builder_name,project_name,location_text,status,project_type,budget_raw,source
Kochi,Kerala,India,Skyline Builders,Skyline Dukes,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Barons,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Lords,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Glen Woods,"Koorkenchery,Thrissur",completed,,₹54.0 Lac   -₹68.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Brent Woods,"Koorkenchery,Thrissur",completed,,₹54.0 Lac   -₹68.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Cliff Waters,"Payyambalam,Kannur",completed,,₹82.2 Lac   -₹1.09 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Palmshade,"Edappally,Ernakulam",completed,,₹50.0 Lac   -₹75.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Brooklyn,"Medavakkam,Chennai",completed,,₹78.0 Lac   -₹92.9 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Polaris,"Vytilla,Ernakulam",completed,,₹74.8 Lac   -₹82.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Columbia,"Thiruvaniyoor,Ernakulam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Riverville,"Aluva,Kochi",completed,,₹37.6 Lac   -₹61.2 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Ranch,"Thrippunithura,Kochi",completed,,₹75.0 Lac   -₹85.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Princeton,"Vyttila,Ernakulam",completed,,₹76.6 Lac   -₹1.26 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Harvard,"Vytilla,Ernakulam",completed,,₹74.8 Lac   -₹82.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Metro Prime 9,"Mansarovar,Jaipur",completed,,₹1.0 Cr   -₹1.28 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Heritage,"Ulwe,Navi Mumbai",completed,,₹70.0 Lac   -₹1.05 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Marble,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Oasis Villas,"Gandhi Nagar,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Queens Park,"Keerthi Nagar,Ernakulam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,River Valley Villas,"Erayil kadavu,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Town Square,"Erayil kadavu,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Belvedere,"Puthanangady,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Heirloom,"Kannothchal,Kannur",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Aqua,"Manganam,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Marbella,"Bavana Nagar,Kollam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Blue Bells,"Tazhekkod,Kozhikode",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Little Hearts,"Koombara,Kozhikode",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Orchid II,"Kollam Theni Hwy,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Bloom Dale,"Pillakad,Thrissur",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Platinum,"Shenoys,Ernakulam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Park Dale,"Nagambadam,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Harmony,"Pillakad,Thrissur",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Bloom Dale,"Koorkenchery,Thrissur",completed,,₹54.0 Lac   -₹68.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Imperial Gardens Baron,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Imperial Gardens Dukes,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Imperial Gardens Knights,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Autumn Woods,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Green Turf,"Kanjikuzhy,Kottayam",completed,,₹82.0 Lac   -₹92.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Mansion,"Gandhi Nagar,Kottayam",completed,,,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Oak Wood,"Jawahar Nagar,Ernakulam",completed,,₹1.19 Cr   -₹1.25 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline River Scape,"Aluva,Kochi",completed,,₹37.6 Lac   -₹61.2 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Ranch,"Thrippunithura,Kochi",completed,,₹75.0 Lac   -₹85.0 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Harvard,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Princeton,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Pine Wood,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Emerald,"Panampily Nagar,Kochi",completed,,₹1.27 Cr   -₹1.65 Cr,magicbricks
Kochi,Kerala,India,Skyline Builders,Skyline Florento,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Desai Homes,DD Majestic Mount,"Kottayam,Kottayam",ongoing,"2 BHK 
										..",,magicbricks
Kochi,Kerala,India,Desai Homes,DD Sports City Pavilion,"Pallippuram,Trivandrum",ongoing,"3 BHK 
										Multistorey Apartment..",₹75 Lac Onwards,magicbricks
Kochi,Kerala,India,Desai Homes,Desai DD Sunset Island,"Vypin,Kochi",ongoing,,₹47.8 Lac   -₹59.2 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,DD Green Village,"Kakkanad,Kochi",ongoing,,₹53.3 Lac   -₹69.9 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,DD Twitter Valley,"Kulathoor,Trivandrum",ongoing,,₹99 Lac Onwards,magicbricks
Kochi,Kerala,India,Desai Homes,DD Venture One,"Thirunakara,Kottayam",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Jade Tower,"Pottore,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Sapphire Gardens,"Kuriachira,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Diamond Park,"Kuriachira,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD City Gate,"S H Mount,Kottayam",ongoing,,₹59 Lac Onwards,magicbricks
Kochi,Kerala,India,Desai Homes,Dd Tower One,"Thukalassery,Thiruvalla",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Highway Proxima,"Kundanoor,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Desai Homes,Desai DD Diamond Valley,"Kakkanad,Kochi",completed,"2, 3 BHK 
										Multistorey Apartment..",₹68.1 Lac   -₹93.2 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,DD Platinum Planet,"Kathrikadavu,Kochi",completed,"2, 3 BHK 
										..",,magicbricks
Kochi,Kerala,India,Desai Homes,Dd Silver Stone,"Vaduthala,Ernakulam",completed,"3 BHK 
										..",₹66.2 Lac   -₹72.2 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,DD Golden Gate,"Kakkanad,Kochi",completed,"3 BHK 
										..",₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,Dd Diamond District,"Pangappara,Trivandrum",completed,"3 BHK 
										..",₹70.0 Lac   -₹78.2 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,Desai DD Misty Hills,"Kakkanad,Kochi",completed,"3 BHK 
										Multistorey Apartment..",₹50.9 Lac   -₹51.3 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,DD Trade Tower,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Desai Homes,DD Green Woods,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,Desai DD Highway Gate,"Netoor,Kochi",completed,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Samudra Darsan,"Menaka-MARINE DRIVE,Kochi",completed,,,magicbricks
Kochi,Kerala,India,Desai Homes,Sai Sankalp CHS,"Dighi,Pune",completed,,₹35.0 Lac   -₹39.8 Lac,magicbricks
Kochi,Kerala,India,Desai Homes,Dd Vyapar Bhavan,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Desai Homes,JacobS Dd Mall,"Mahatma Gandhi Road,Kochi",completed,,,magicbricks
Kochi,Kerala,India,Desai Homes,DD Trade Centre,"Mahatma Gandhi Road,Kochi",completed,,,magicbricks
Kochi,Kerala,India,Desai Homes,Samudra darshan,"Marine Drive,Kochi",completed,,₹3.01 Cr   -₹3.64 Cr,magicbricks
Kochi,Kerala,India,Desai Homes,DD Global Village,"Aluva,Kochi",completed,,₹37.6 Lac   -₹61.2 Lac,magicbricks
Kochi,Kerala,India,Yeskay Builders,Yeskay Regalia Tower 2,"Kadavanthra,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Yeskay Builders,Yeskay Floralia,"Edappally,Kochi",completed,,₹90.0 Lac   -₹1.12 Cr,magicbricks
Kochi,Kerala,India,Yeskay Builders,Yeskay Regalia,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Yeskay Builders,Yeskay Floralia,"Edappally,Ernakulam",completed,,₹50.0 Lac   -₹75.0 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Boulevard,"Akurli,Navi Mumbai",ongoing,Multistorey Apartment..,₹90 Lac   -₹1.15 Cr,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Ourania,"Edappally,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Iantha,"Edappally,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Celestina,"Tourist Banglow Road,Kottayam",ongoing,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Karenina,"State Highway 1,Thiruvalla",ongoing,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,ELYSIA,"Andheri West,Mumbai",ongoing,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Cressida,"Kazhakkottam,Trivandrum",completed,"3 BHK 
										Multistorey Apartment..",₹90 Lac   -₹1.15 Cr,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Kalista,"Kakkanad,Kochi",completed,"3, 5 BHK 
										Multistorey Apartment..",₹69.9 Lac   -₹94 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Courtyard,"Kakkanad,Kochi",completed,"3 BHK 
										..",₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Wood Stock,"Kaloor,Kochi",completed,"2 BHK 
										..",₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Kalista,"Kakkanad,Kochi",completed,"5 BHK 
										..",₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Greens Gomti Nagar,"Gomti Nagar,Lucknow",completed,,₹71.6 Lac   -₹86.0 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Carina,"Kavumbhagom,Thiruvalla",completed,,,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Brick Home,"Gulbai Tekra,Ahmedabad",completed,,₹1.37 Cr   -₹1.60 Cr,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Bungalows,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Heights,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Kalista Aleta,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Kalista Astra,"Edachira,Kochi",completed,,₹69.0 Lac   -₹80.0 Lac,magicbricks
Kochi,Kerala,India,Olive Builders & Developers Pvt. Ltd.,Olive Kalista Alisha,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Grandville,"Edappally,Kochi",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Bluebay,"Akkulams,Trivandrum",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Airport Royale Cockpit,"Nedumbassery,Kochi",ongoing,,₹41.6 Lac   -₹49.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Temple Terrace,"Guruvayur,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Pearl,"Petta,Trivandrum",ongoing,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS IVY,"Kulathoor,Trivandrum",ongoing,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Retreat,"Kowdiar,Trivandrum",ongoing,,₹1.46 Cr   -₹1.63 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Tranquil,"Kodimatha,Kottayam",ongoing,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Silicon Hills,"Thiruvankulam,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Casaflora,"Vazhakkala,Kochi",completed,"3 BHK 
										Multistorey Apartment..",₹87.7 Lac   -₹1.68 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Golf Links,"Kowdiar,Trivandrum",completed,"3, 4 BHK 
										..",₹1.46 Cr   -₹1.63 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyber Palms,"Kazhakkottam,Trivandrum",completed,"1, 4 BHK 
										..",₹79.9 Lac   -₹95.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyber Gateway,"Kazhakkottam,Trivandrum",completed,"3 BHK 
										..",₹55.1 Lac   -₹78.1 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Center Cove,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Stanford,"Nalanchira,Trivandrum",completed,"3 BHK 
										Multistorey Apartment..",₹56.9 Lac   -₹1.05 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Kingdom,"Thiruvaniyoor,Ernakulam",completed,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,SFS Homes,Maple Heights,"Pattom,Trivandrum",completed,"3 BHK 
										..",₹99.0 Lac   -₹1.32 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Capital Park,"Nandavanam,Trivandrum",completed,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Mukherjee Apartment,"Mukherjee Nagar,New Delhi",completed,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Gardenia,"Vazhakkala,Kochi",completed,,₹1.15 Cr   -₹1.48 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Vasantham,"Ambalammukku,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Eternia,"Edappally,Kochi",completed,,₹90.0 Lac   -₹1.12 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Waterscapes Apartments,"Akkulams,Trivandrum",completed,,₹1.10 Cr   -₹1.35 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Sunnyvale,"Kakkanad,Kochi",completed,,₹92.5 Lac   -₹1.91 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Olympia,"Karyavattom,Trivandrum",completed,,₹71.3 Lac   -₹1.09 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Avenue,"Perurkada,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Jade Garden,"Peyad,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Park Villas,"Peyad,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Sfs Only One,"Palayam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Glendale Manor,"Kesavadasapuram,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Sfs Boulevard,"Vennalla,Ernakulam",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Iris,"NH Bypass,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Royal Greens,"Nanthancodu,Trivandrum",completed,,₹1.34 Cr   -₹1.73 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,Mayfair,"Marappalam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,Belmont,"Nanthancodu,Trivandrum",completed,,₹1.34 Cr   -₹1.73 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Aqua Greens,"Alwaye,Kochi",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Merrie Pink,"Kuravankonam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Kingswood,"Kowdiar,Trivandrum",completed,,₹1.46 Cr   -₹1.63 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Dew Drops,"Perurkada,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Silicon Drive,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Branton Park,"Vazhakkala,Kochi",completed,,₹1.15 Cr   -₹1.48 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyberpalms Silver,"Kulathoor,Trivandrum",completed,,₹64.0 Lac   -₹77.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Melody,"Vazhuthacaud,Trivandrum",completed,,₹1.35 Cr   -₹1.68 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS City Villas,"PTP Nagar,Trivandrum",completed,,₹72.4 Lac   -₹75.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Wimbledon,"Kowdiar,Trivandrum",completed,,₹1.46 Cr   -₹1.63 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Symphony,"Vazhuthacaud,Trivandrum",completed,,₹1.35 Cr   -₹1.68 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Residency,"Poojapura,Trivandrum",completed,,₹68.6 Lac   -₹70.4 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Pooja,"Poojapura,Trivandrum",completed,,₹68.6 Lac   -₹70.4 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Palm Grove,"Kesavadasapuram,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Plaza,"Vellayambalam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cityscapes Cedar,"PTP Nagar,Trivandrum",completed,,₹72.4 Lac   -₹75.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyberpalms Cherry,"Kulathoor,Trivandrum",completed,,₹64.0 Lac   -₹77.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Fairway,"Kowdiar,Trivandrum",completed,,₹1.46 Cr   -₹1.63 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Icon,"Sastamangalam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Fairmont,"Vazhuthacaud,Trivandrum",completed,,₹1.35 Cr   -₹1.68 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Richmond,"Sastamangalam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Tiara,"Kumarapuram,Trivandrum",completed,,₹79.0 Lac   -₹90.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Capital One,"Vellayambalam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cityscapes Pine,"PTP Nagar,Trivandrum",completed,,₹72.4 Lac   -₹75.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Maithri Apartments,"Kuravankonam,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Green Park Villas,"Jagathy,Trivandrum",completed,,₹64.8 Lac   -₹76.2 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Airport Royale Wings,"Nedumbassery,Kochi",completed,,₹41.6 Lac   -₹49.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Sundial,"Vettamukku,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyber Gold,"Kulathoor,Trivandrum",completed,,₹64.0 Lac   -₹77.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Cyberpalms Ivory,"Kulathoor,Trivandrum",completed,,₹64.0 Lac   -₹77.0 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,Cyberpalms Peach,"NH Bypass,Trivandrum",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Beverly Park,"Kadavanthra,Kochi",completed,,₹75.0 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Center Cove,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,SFS Homes,Silicon Park,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,SFS Homes,Silicon Hills and Medows,"Seaport Airport Road,Kochi",completed,,,magicbricks
Kochi,Kerala,India,SFS Homes,SFS Boulevard,"Palarivattom,Kochi",completed,,₹84.8 Lac   -₹1.20 Cr,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Bliss,"Thrippunithura,Kochi",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Thejus,"Ayyanthole,Thrissur",ongoing,,₹45.0 Lac   -₹54.0 Lac,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Kings Fort,"Eroor,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Exotica,"Edappally,Ernakulam",ongoing,,,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Green Fort,"Thrippunithura,Kochi",ongoing,,₹67.4 Lac   -₹83 Lac,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Veegaland Zinnia,"Vazhakkala,Kochi",completed,"2 BHK 
										..",₹1.16 Cr   -₹1.37 Cr,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Bluebell,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Kings Town,"Thrippunithura,Kochi",completed,,₹75.0 Lac   -₹85.0 Lac,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Petunia and Begonia,"Kaloor,Kochi",completed,,₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Veegaland Developers Pvt. Ltd.,Green Clouds,"Kakkanad,Kochi",completed,,₹70.0 Lac   -₹85.6 Lac,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Galleria,"Peringavu,Thrissur",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Signature Phase 2,"Kazhakkottam,Trivandrum",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Insignia,"Kaloor,Kochi",ongoing,"3 BHK 
										..",₹1.0 Cr   -₹1.94 Cr,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Versatile,"Palarivattom,Kochi",ongoing,"2 BHK 
										..",,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Alpine Oaks,"Kakkanad,Kochi",ongoing,"3 BHK 
										..",,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Fortuna,"Viyyur,Thrissur",ongoing,"2 BHK 
										..",₹66.8 Lac   -₹82.0 Lac,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Winside,"Thiroor,Thrissur",ongoing,,₹67.7 Lac   -₹96 Lac,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Hillcrest Volga,"Vattaiyurkavu,Trivandrum",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Sunny Days,"Kudappanakunnu,Trivandrum",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Carol,"Velloor,Kottayam",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Mont Paradiso,"Vadavathoor,Kottayam",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Gitanjali,"Peramangalam,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Precious,"Nellikunnu,Thrissur",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Ensign,"Chevayoor,Kozhikode",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Rangoli,"Maradu,Ernakulam",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Moon Grace,"Mahatma Gandhi Road,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset The Avon Bridgetown,"Vazhakkala,Kochi",ongoing,,,magicbricks
Kochi,Kerala,India,Asset Homes Pvt. Ltd.,Asset Majestic,"Kuriachira,Thrissur",ongoing,,,magicbricks
