city,state,country,builder_name,project_name,location_text,status,project_type,budget_raw,source
Vizianagaram,Andhra Pradesh,India,Subhamkari Infra Developers,Subhamkari Aero Grand,"Bhogapuram,Visakhapatnam",ongoing,Residential Plot..,₹37.6 Lac   -₹1.12 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhamkari Infra Developers,Subhamkari Vishnupuram,"Bhogapuram,Vizianagaram",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhamkari Infra Developers,Subhamkari Chandana Vanam,"Kothavalasa,Visakhapatnam",completed,Residential Plot..,₹5.4 Lac   -₹24 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhamkari Infra Developers,Subhamkari Siri Chandana,"Parawada,Visakhapatnam",completed,Residential Plot..,₹11.5 Lac   -₹25 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhamkari Infra Developers,Subhamkari Srikari Avenues,"Anandapuram,Visakhapatnam",completed,Residential Plot..,₹25.1 Lac   -₹75 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Savitri Devi Green Agro Farm LLP,Jonnada Project,"Jonnada,Vizianagaram",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Banjara Hills 2,"Banjara Hills,Hyderabad",ongoing,"2, 3, 5 BHK 
										..",₹2.03 Cr   -₹2.80 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Galaxy,"Kothapet,Hyderabad",ongoing,"3 BHK 
										..",,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Summit,"Modavalasa,Vizianagaram",ongoing,Residential Plot..,₹40 Lac Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend,"Himayath Nagar,Hyderabad",ongoing,"2, 3 BHK 
										..",,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Elite,"Peddipalem,Visakhapatnam",ongoing,"3 BHK 
										..",,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Ocarina,"Gachibowli,Hyderabad",ongoing,"4 BHK 
										Villa..",₹10.39 Cr Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Serene Bay,"Sheelanagar,Visakhapatnam",ongoing,,₹46.1 Lac   -₹54.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Admiral,"Ram Nagar,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Hills,"Simhachalam,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Empire,"Madhapur,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Harmony,"Gachibowli,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Signature,"Banjara Hills,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Kanak,"Sontyam,Visakhapatnam",completed,Residential Plot..,₹22.5 Lac   -₹66.8 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Crest,"Tallavalasa,Visakhapatnam",completed,"2 BHK 
										Residential Plot..",₹48 Lac   -₹64 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Chimes,"Kokapet,Hyderabad",completed,"4, 5 BHK 
										..",₹2.37 Cr   -₹3.29 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Nirvana,"Kondapur,Hyderabad",completed,"3, 4 BHK 
										Multistorey Apartment..",₹2.03 Cr Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Himayatnagar 1,"Himayath Nagar,Hyderabad",completed,"3 BHK 
										..",₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Secunderabad 1,"Secunderabad,Hyderabad",completed,"2, 3, 4 BHK 
										..",₹1.53 Cr   -₹10.81 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Siddhi Apartment,"Himayath Nagar,Hyderabad",completed,"3 BHK 
										..",₹1.31 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,DD Colony 1,"Amberpet,Hyderabad",completed,"2, 3 BHK 
										..",₹1.01 Cr   -₹1.10 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Marigold,"Gachibowli,Hyderabad",completed,"5 BHK 
										..",₹1.53 Cr   -₹1.91 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Barkatpura,"Barkatpura,Hyderabad",completed,"1, 2, 3 BHK 
										..",₹1.35 Cr   -₹1.68 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Banjara Hills 1,"Banjara Hills,Hyderabad",completed,"2, 3 BHK 
										Multistorey Apartment..",₹2.10 Cr Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Mahaveer House,"Kondapur,Hyderabad",completed,"3 BHK 
										..",₹1.54 Cr   -₹1.80 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Serene,"Padmarao Nagar,Hyderabad",completed,"3 BHK 
										..",₹1.12 Cr   -₹1.49 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,ANH Residency,"Banjara Hills,Hyderabad",completed,"4 BHK 
										..",₹2.04 Cr   -₹2.82 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Estates Opera,"West Marredpally,Hyderabad",completed,"3 BHK 
										..",₹1.30 Cr   -₹1.42 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,D.D. Colony,"Amberpet,Hyderabad",completed,"3 BHK 
										..",₹1.01 Cr   -₹1.10 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Jagannath,"Ameerpet,Hyderabad",completed,"3 BHK 
										..",₹1.23 Cr   -₹1.41 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Crystal,"Adarsh Nagar,Hyderabad",completed,"3 BHK 
										..",₹1.25 Cr   -₹1.31 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend Palace Site,"Basheer Bagh,Hyderabad",completed,"2 BHK 
										..",₹1.51 Cr   -₹2.04 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Gulati,"Gagan Mahal,Hyderabad",completed,,₹1.38 Cr   -₹1.64 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Sai shivam,"Himayath Nagar,Hyderabad",completed,,₹1.31 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Barkatpura 1,"Barkatpura,Hyderabad",completed,,₹1.35 Cr   -₹1.68 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Anthem,"East Marredpally,Hyderabad",completed,,₹1.21 Cr   -₹1.24 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Happy Nest,"Yousufguda,Hyderabad",completed,,₹1.23 Cr   -₹1.50 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Suraj,"Banjara Hills,Hyderabad",completed,,₹2.03 Cr   -₹2.80 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend,"Narayanguda,Hyderabad",completed,,₹1.56 Cr   -₹1.97 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend Barkatpura 3,"Kachiguda,Hyderabad",completed,,₹1.32 Cr   -₹1.46 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Narayanguda 2,"Narayanguda,Hyderabad",completed,,₹1.56 Cr   -₹1.97 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend Sri Laxmi Residency,"Narayanguda,Hyderabad",completed,,₹1.56 Cr   -₹1.97 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend Barkatpura 1,"Kachiguda,Hyderabad",completed,,₹1.32 Cr   -₹1.46 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,The Legend ST NO 5,"Himayath Nagar,Hyderabad",completed,,₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Narayanguda,"Narayanguda,Hyderabad",completed,,₹1.56 Cr   -₹1.97 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Ram,"Domalguda,Hyderabad",completed,,₹1.28 Cr   -₹1.67 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Barkatpura 4,"Barkatpura,Hyderabad",completed,,₹1.35 Cr   -₹1.68 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Kachiguda 1,"Kachiguda,Hyderabad",completed,,₹1.32 Cr   -₹1.46 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Gagan Mahal 4,"Himayath Nagar,Hyderabad",completed,,₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Gagan Mahal 5,"Himayath Nagar,Hyderabad",completed,,₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Gagan Mahal 6,"Himayath Nagar,Hyderabad",completed,,₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Gagan Mahal 7,"Himayath Nagar,Hyderabad",completed,,₹1.30 Cr   -₹1.62 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,C.E. Colony,"Amberpet,Hyderabad",completed,,₹1.01 Cr   -₹1.10 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Mint,"Gachibowli,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Exotica,"Banjara Hills,Hyderabad",completed,,₹2.03 Cr   -₹2.80 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Solitaire,"Ameerpet,Hyderabad",completed,,₹1.23 Cr   -₹1.41 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Solaris,"Banjara Hills,Hyderabad",completed,,₹2.03 Cr   -₹2.80 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Legend Raaga,"Habsiguda,Hyderabad",completed,,₹1.25 Cr   -₹1.46 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Legend Estates Pvt. Ltd.,Jaganath Apartment,"Ameerpet,Hyderabad",completed,,₹1.23 Cr   -₹1.41 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Nivas Phase II,"Shankarpalle Rangareddy,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Pride,"Sadashivpet,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Alankrita III,"Padmanabham,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Avanthika II,"Thagarapuvalasa,Vizianagaram",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Maple Meadows,"Modavalasa,Vizianagaram",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sahithi,"Srisailam Highway,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Nivas Phase II,"Visakhapatnam,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Nivas Phase III,"Visakhapatnam,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Sukrithi Pride Phase II,"Sadashivpet,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Aawas,"Kothavalasa,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Vasudha,"Kesarapalli,Vijayawada",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sahithi II,"Srisailam Highway,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Ananthika,"Kondakal,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Coastal Park,"Thagarapuvalasa,Vizianagaram",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Royal,"Srisailam Highway,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Maple Meadows,"Visakhapatnam,Visakhapatnam",completed,Residential Plot..,₹30 Lac   -₹48 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Avanthi,"Patancheru,Hyderabad",completed,Residential Plot..,₹82 Lac Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Sampath,"Simhachalam,Visakhapatnam",completed,,₹43.8 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukruthi TechPark,"Srisailam Highway,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Hills,"Bachupally,Hyderabad",completed,,₹97.1 Lac   -₹1.10 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Saharika,"Medchal,Hyderabad",completed,,₹42.0 Lac   -₹49.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Saanvi,"Kompally,Hyderabad",completed,"2 BHK 
										..",₹1.01 Cr   -₹1.20 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Lohitha,"Simhachalam,Visakhapatnam",completed,,₹43.8 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Nivas Phase II,"Shankarpalle Rangareddy,Hyderabad",completed,,₹68.0 Lac   -₹1.12 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Alankrita III,"Padmanabham,Visakhapatnam",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Maple Spring,"Shankarpalle Rangareddy,Hyderabad",completed,,₹68.0 Lac   -₹1.12 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Samyuktha,"Sangareddy,Hyderabad",completed,Residential Plot..,₹26 Lac   -₹30 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Avanthika,"Kondakal,Hyderabad",completed,Residential Plot..,₹48 Lac   -₹77 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Saanvi,"Majjivalasa,Visakhapatnam",completed,Residential Plot..,₹36 Lac Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Avanthi Phase 2,"Patancheru,Hyderabad",completed,,₹69.5 Lac   -₹82.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Subhugruha Sukrithi Delight,"Kompally,Hyderabad",completed,,₹1.01 Cr   -₹1.20 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Tanavi Grove,"Sangareddy,Hyderabad",completed,,₹46.4 Lac   -₹55.4 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Avanthi,"Nandigaon,Hyderabad",completed,"3 BHK 
										..",₹51.0 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Sampth,"Vizag,Visakhapatnam",completed,,₹39.5 Lac   -₹40.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Sampath,"Simhachalam,Visakhapatnam",completed,,₹43.8 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sahithi,"Srisailam Highway,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Sukrithi Springs,"Sontyam,Visakhapatnam",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Sukrithi IIT County,"Kandi,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Nivas Phase 1,"Balaji Nagar,Vizianagaram",completed,,₹24.0 Lac   -₹25.8 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Varishtaa,"Ravada,Vizianagaram",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Saadhvi,"Madhavadhara,Visakhapatnam",completed,,₹68.4 Lac   -₹79.1 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Ayatana,"Sangareddy,Hyderabad",completed,,₹46.4 Lac   -₹55.4 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Aria,"Patancheru,Hyderabad",completed,,₹69.5 Lac   -₹82.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Udbhava,"Kompally,Hyderabad",completed,,₹1.01 Cr   -₹1.20 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Anantha,"Kankipadu,Vijayawada",completed,,₹33.2 Lac   -₹39.8 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Vasudha,"Kesarapalli,Vijayawada",completed,,₹41.0 Lac   -₹42.6 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Adya,"Gannavaram,Vijayawada",completed,,₹35.0 Lac   -₹41.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Aria,"Namburu,Vijayawada",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha The Alankrita III,"Korada,Visakhapatnam",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Anvika,"Kankipadu,Vijayawada",completed,,₹33.2 Lac   -₹39.8 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Suncity,"Ibrahimpatnam,Vijayawada",completed,,₹36.2 Lac   -₹42.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Aapya,"Telaprolu,Vijayawada",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Pravaraa,"Gannavaram,Vijayawada",completed,,₹35.0 Lac   -₹41.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Anwita,"Vuyyuru,Vijayawada",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Aarunya,"Srisailam Highway,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhugruha Sukrithi Arian Nandigama,"Nandigaon,Hyderabad",completed,,₹51.0 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Satvika,"Patancheru,Hyderabad",completed,,₹69.5 Lac   -₹82.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Ananthika,"Pendurthi,Visakhapatnam",completed,,₹38.0 Lac   -₹50.0 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sahithi,"Lemoor,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukriti Aditi,"Mopada,Visakhapatnam",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Maple Meadows II,"Venkatapuram,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Advika,"Bhanur,Hyderabad",completed,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Subhagruha Projects India Pvt. Ltd.,Subhagruha Sukrithi Lohitha,"Simhachalam,Visakhapatnam",completed,,₹43.8 Lac   -₹52.2 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charans Coastal Corridor,"Tagarapuvalsa,Visakhapatnam",ongoing,Residential Plot..,₹28.4 Lac   -₹85 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charans Golden Highway City,"Bhogapuram,Visakhapatnam",ongoing,Residential Plot..,₹41.8 Lac   -₹1.87 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charans Dallars Layout,"Dwarapureddi Palem,Vizianagaram",ongoing,Residential Plot..,₹16 Lac   -₹48 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Navaratnas Harbour City,"Bheemunipatnam,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Sai Brundavanam,"Pandrangi,Visakhapatnam",ongoing,Residential Plot..,₹29.2 Lac Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charans Capital Park,"Potpally,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Golden Highway City,"Sadashivpet,Hyderabad",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Golden Beach,"Kapuluppada,Visakhapatnam",completed,Residential Plot..,₹56.8 Lac   -₹1.05 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Hill View Meadow,"Anandapuram,Visakhapatnam",completed,Residential Plot..,₹19.5 Lac   -₹65 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Sai Brindavanam,"Bhogapuram,Visakhapatnam",completed,Residential Plot..,₹23.5 Lac   -₹48 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Sea Pearl 2,"Bheemili,Visakhapatnam",completed,Residential Plot..,₹54 Lac Onwards,magicbricks
Vizianagaram,Andhra Pradesh,India,Charan Group,Charan Vision Homes,"Dundigal,Hyderabad",completed,,₹58.5 Lac   -₹63.8 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Sadhgruha Projects Pvt Ltd,Venkata Sai Gardens Phase II,"Ravada,Vizianagaram",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Sadhgruha Projects Pvt Ltd,Sukeerthi Lalitha Bay Beach,"Savaravilli,Visakhapatnam",ongoing,,,magicbricks
Vizianagaram,Andhra Pradesh,India,Sadhgruha Projects Pvt Ltd,Sukeerthi Sadan,"Kothavalasa,Visakhapatnam",completed,,₹24.4 Lac   -₹25.6 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Bhoomatha Sindhu Avenues,"Dakamarri,Visakhapatnam",ongoing,Residential Plot..,₹22.5 Lac   -₹60 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Bhoomi Sri Township,"Pydibimavaram,Srikakulam",ongoing,Residential Plot..,₹25.1 Lac   -₹1.49 Cr,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Bhoomatha Sugandha Meadows,"K Seetharampuram,Vizianagaram",ongoing,Residential Plot..,₹7.5 Lac   -₹37.5 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Thalluri Township,"Polipalle,Vizianagaram",ongoing,Residential Plot..,₹58 Lac   -₹64 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Bhoomathas Purna Sai Township,"Maddi,Visakhapatnam",ongoing,Residential Plot..,₹24 Lac   -₹26 Lac,magicbricks
Vizianagaram,Andhra Pradesh,India,Bhoomatha Group,Bhoomatha Sri Chakra Green Valley,"Anandapuram,Visakhapatnam",ongoing,,,magicbricks
