city,state,country,builder_name,project_name,location_text,status,budget_raw,latitude,longitude,project_type,source,geo_key
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Golden Dream,"Taloja,Navi Mumbai",completed,₹40.5 Lac   -₹49.2 Lac,19.0837812,73.0896844,,magicbricks,"Taloja,Navi Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Palava Aurora,"Khoni Pagadyacha Pada,Thane",completed,,,,,magicbricks,"Khoni Pagadyacha Pada,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Palava Aurora A and D,"Khoni Pagadyacha Pada,Thane",completed,,,,,magicbricks,"Khoni Pagadyacha Pada,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha DownTown,"Dombivli,Thane",completed,₹40.6 Lac   -₹83.2 Lac,19.2148599,73.0910271,,magicbricks,"Dombivli,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha LM Tower,"Shyam Bazar,Kolkata",completed,₹1.20 Cr   -₹1.36 Cr,22.5979916,88.3694857,,magicbricks,"Shyam Bazar,Kolkata, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Supernova,"Andheri East,Mumbai",completed,₹5 Cr   -₹7.58 Cr,19.1158835,72.854202,,magicbricks,"Andheri East,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Mhatre Compound,"Kalyan,Thane",completed,,19.2396742,73.1366482,,magicbricks,"Kalyan,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Counter 9,"Hinjewadi,Pune",completed,₹75.0 Lac   -₹97.1 Lac,18.5924168,73.7603495,,magicbricks,"Hinjewadi,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Dawn,"Ghodbunder Road,Thane",completed,₹80.1 Lac   -₹1.02 Cr,19.2335556,72.9759463,,magicbricks,"Ghodbunder Road,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Aqua Lodha,"Mira Road,Mumbai",completed,₹75.8 Lac   -₹96.3 Lac,19.1878962,72.8365955,,magicbricks,"Mira Road,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha CasaRio Gold,"Dombivli,Thane",completed,₹58 Lac Onwards,19.2148599,73.0910271,,magicbricks,"Dombivli,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Exclusive,"Parel,Mumbai",completed,₹4.22 Cr   -₹4.54 Cr,19.0084268,72.842505,,magicbricks,"Parel,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Magnifique,"Sanath Nagar,Hyderabad",completed,₹1.32 Cr   -₹1.63 Cr,17.4522594,78.4446705,,magicbricks,"Sanath Nagar,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Code Name The Centre,"Dombivli East,Thane",completed,₹43.0 Lac   -₹55.0 Lac,19.2111814,73.091129,,magicbricks,"Dombivli East,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Mumbai City Center,"Wadala,Mumbai",completed,₹3.93 Cr   -₹4.55 Cr,19.0269192,72.8759337,,magicbricks,"Wadala,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Albatross,"Mumbai Pune Expressway,Pune",completed,₹85.0 Lac   -₹1.50 Cr,18.6631642,73.7207441,,magicbricks,"Mumbai Pune Expressway,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Reviera,"Ravet,Pune",completed,₹75.5 Lac   -₹91.0 Lac,18.643269,73.7450557,,magicbricks,"Ravet,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Springwood,"Gahunje,Pune",completed,₹52.4 Lac   -₹63.8 Lac,18.6668233,73.7020767,,magicbricks,"Gahunje,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Bell Gardens,"Kukatpally,Hyderabad",completed,₹1.20 Cr   -₹1.44 Cr,17.4930841,78.4054408,,magicbricks,"Kukatpally,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha iThink,"Palava City,Thane",completed,,19.1683058,73.0733977,,magicbricks,"Palava City,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Athena,"Ameerpet,Hyderabad",completed,₹1.24 Cr   -₹1.40 Cr,17.4375012,78.4482505,,magicbricks,"Ameerpet,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Florenza,"Andheri East,Mumbai",completed,₹1.84 Cr   -₹2.45 Cr,19.1158835,72.854202,,magicbricks,"Andheri East,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Bullseye,"Mira Road,Mumbai",completed,₹75.8 Lac   -₹96.3 Lac,19.1878962,72.8365955,,magicbricks,"Mira Road,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Palava Vista A To D,"Dombivli,Thane",completed,₹48.0 Lac   -₹60.0 Lac,19.2148599,73.0910271,,magicbricks,"Dombivli,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Casa Aphrodite,"Sanath Nagar,Hyderabad",completed,₹1.32 Cr   -₹1.63 Cr,17.4522594,78.4446705,,magicbricks,"Sanath Nagar,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Codename Seaview,"Walkeshwar,Mumbai",completed,₹7.21 Cr   -₹15.34 Cr,18.9524203,72.8038935,,magicbricks,"Walkeshwar,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Palava Eviva,"Bhiwandi,Thane",completed,₹33.2 Lac   -₹41.2 Lac,19.3025562,73.0588072,,magicbricks,"Bhiwandi,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Palava Clara,"Dombivli East,Thane",completed,₹43.0 Lac   -₹55.0 Lac,19.2111814,73.091129,,magicbricks,"Dombivli East,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Blue Moon,"Worli,Mumbai",completed,₹9.99 Cr   -₹13.98 Cr,19.0117388,72.8178706,,magicbricks,"Worli,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Jupiter,"Majiwada,Thane",completed,₹1.30 Cr   -₹1.50 Cr,19.2130251,72.9784852,,magicbricks,"Majiwada,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha 18th Avenue,"Dombivli East,Thane",completed,₹43.0 Lac   -₹55.0 Lac,19.2111814,73.091129,,magicbricks,"Dombivli East,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Codename Grand Life,"Palava City,Thane",completed,₹45.0 Lac   -₹57.0 Lac,19.1683058,73.0733977,,magicbricks,"Palava City,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Casa Regalia,"Dombivli East,Thane",completed,₹43.0 Lac   -₹55.0 Lac,19.2111814,73.091129,,magicbricks,"Dombivli East,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Code Name Quattro,"Ghodbunder Road,Thane",completed,₹80.1 Lac   -₹1.02 Cr,19.2335556,72.9759463,,magicbricks,"Ghodbunder Road,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Lodha Palava Retail Shops,"Palava City,Thane",completed,,19.1683058,73.0733977,,magicbricks,"Palava City,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Luxury Life Style,"Kukatpally,Hyderabad",completed,₹1.20 Cr   -₹1.44 Cr,17.4930841,78.4054408,,magicbricks,"Kukatpally,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Lodha Developers Limited,Trinity Sky Villas,"Hitech City,Hyderabad",completed,₹1.86 Cr   -₹2.62 Cr,17.469728,78.3852406,,magicbricks,"Hitech City,Hyderabad, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Balaji Properties Builders & Developers,Ashtavinayak Residency,"Kharbao,Bhiwandi",ongoing,,19.2942411,73.0322572,,magicbricks,"Kharbao,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Balaji Properties Builders & Developers,Mahadev Residency,"Bhiwandi,Thane",ongoing,,19.3025562,73.0588072,,magicbricks,"Bhiwandi,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Balaji Properties Builders & Developers,Tulsi Dham,"Kalyan,Thane",ongoing,,19.2396742,73.1366482,,magicbricks,"Kalyan,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Vishwanath Regency,"Kalher,Bhiwandi",ongoing,,19.2470586,73.0162096,,magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Shree Mahadev Residency,"Panvel,Navi Mumbai",ongoing,,19.0692422,72.9866726,,magicbricks,"Panvel,Navi Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Shree Ganesh Park,"Kolwadi,Pune",completed,₹26.6 Lac   -₹32.6 Lac,18.8187004,73.5038052,"2 BHK 
										..",magicbricks,"Kolwadi,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK TEJAS,"Siruseri,Chennai",completed,₹65.0 Lac   -₹73.3 Lac,12.8012825,80.1991871,"2 BHK 
										..",magicbricks,"Siruseri,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Spring Field,"Kandivali West,Mumbai",completed,₹1.45 Cr   -₹1.85 Cr,19.2139829,72.83733,,magicbricks,"Kandivali West,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Sanjivani Heights,"Baner,Pune",completed,₹1.47 Cr   -₹1.95 Cr,18.5642431,73.7768573,,magicbricks,"Baner,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Lakshminarayana Neivas,"Saligramam,Chennai",completed,₹1.60 Cr   -₹1.98 Cr,13.0583406,80.1985327,,magicbricks,"Saligramam,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Bay 4,"Kottivakkam,Chennai",completed,₹2.0 Cr   -₹2.14 Cr,12.9705053,80.2615033,,magicbricks,"Kottivakkam,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Shivam Apartment,"Thakurpukur,Kolkata",completed,₹30.2 Lac   -₹42.0 Lac,22.4643677,88.3075322,,magicbricks,"Thakurpukur,Kolkata, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Panchakanya Court,"Patipukur,Kolkata",completed,₹32.4 Lac   -₹39.6 Lac,22.6065505,88.3952451,,magicbricks,"Patipukur,Kolkata, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Union Mansion,"Dadar East,Mumbai",completed,₹3.51 Cr   -₹5.50 Cr,19.0162531,72.8522274,,magicbricks,"Dadar East,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Krushna Kamal,"Mahalunge,Pune",completed,₹81.9 Lac   -₹94.4 Lac,19.0931323,73.7526518,,magicbricks,"Mahalunge,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Residency,"Denkanikotta Road,Hosur",completed,,,,,magicbricks,"Denkanikotta Road,Hosur, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Apartments,"KK Nagar,Chennai",completed,₹1.52 Cr   -₹2.42 Cr,13.0386493,80.2052158,,magicbricks,"KK Nagar,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Taramaa Apartment,"South Dum Dum,Kolkata",completed,₹28.4 Lac   -₹37.8 Lac,22.6210749,88.3992451,,magicbricks,"South Dum Dum,Kolkata, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Icon,"Ulwe,Navi Mumbai",completed,₹70.1 Lac   -₹1.05 Cr,18.9768614,73.0201311,,magicbricks,"Ulwe,Navi Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Gangai Apartments,"Saligramam,Chennai",completed,₹1.60 Cr   -₹1.98 Cr,13.0583406,80.1985327,,magicbricks,"Saligramam,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Crystal Empire,"Baner,Pune",completed,,18.5642431,73.7768573,,magicbricks,"Baner,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Tajes Lake View Homes,"OMR,Chennai",completed,₹78.7 Lac   -₹86.0 Lac,12.8886985,80.2272652,,magicbricks,"OMR,Chennai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Baugh E Ibrahim,"Agripada,Mumbai",completed,₹1.45 Cr   -₹2.06 Cr,18.97504,72.8250555,,magicbricks,"Agripada,Mumbai, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Gokulam,"Horamavu,Bangalore",completed,₹1.03 Cr   -₹1.20 Cr,13.0273312,77.6601508,,magicbricks,"Horamavu,Bangalore, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,SK Samrat Apartment,"Krishnapur,Kolkata",completed,₹35.0 Lac   -₹37.0 Lac,22.5121921,88.5205462,,magicbricks,"Krishnapur,Kolkata, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,SK Developers,Shela Enclave,"Baner Pashan Link Road,Pune",completed,₹1.16 Cr   -₹1.51 Cr,18.5500787,73.7914144,,magicbricks,"Baner Pashan Link Road,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Tarang Developer,Tarang Residency,"Kalher,Bhiwandi",ongoing,,19.2470586,73.0162096,,magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,OMB Developers,Shravani Residency,"Kalher,Bhiwandi",ongoing,₹18 Lac Onwards,19.2470586,73.0162096,"1 BHK 
										Multistorey Apartment..",magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,OMB Developers,OMB Pushpanjali,"Bhiwandi,Thane",ongoing,,19.3025562,73.0588072,,magicbricks,"Bhiwandi,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,OMB Developers,Ring Hills,"Thane West,Thane",completed,₹1.30 Cr   -₹1.76 Cr,19.2568987,73.1328761,,magicbricks,"Thane West,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,OMB Developers,Gokuldham,"Padgha,Thane",completed,,19.304971,73.1518487,,magicbricks,"Padgha,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,OMB Developers,Sukhdev Complex,"Bhiwandi,Thane",completed,₹33.2 Lac   -₹41.2 Lac,19.3025562,73.0588072,,magicbricks,"Bhiwandi,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Om Swami Samarth Developers,Om Shri Complex,"Kasheli,Thane",ongoing,,19.2362651,73.0147061,,magicbricks,"Kasheli,Thane, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Om Swami Samarth Developers,Aaradhya Arcade,"Kalher,Bhiwandi",ongoing,,19.2470586,73.0162096,,magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Om Swami Samarth Developers,Pushpalaxmi Residency,"Daund,Pune",completed,₹24.2 Lac   -₹25.0 Lac,18.4834351,74.3621686,,magicbricks,"Daund,Pune, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,VM Developers,C G Park,"Kalher,Bhiwandi",ongoing,,19.2470586,73.0162096,,magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Jai Bhawani Developers,Vivantas Bliss,"Kalher,Bhiwandi",ongoing,₹39 Lac Onwards,19.2470586,73.0162096,"1, 2 BHK 
										Multistorey Apartment..",magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,Shreeji Enterprises,Shreeji Neelkanth Sadan,"Kamatghar,Bhiwandi",ongoing,,19.2765091,73.045283,,magicbricks,"Kamatghar,Bhiwandi, Bhiwandi, Maharashtra, India"
Bhiwandi,Maharashtra,India,MM Landmark Realty LLP,MM Landmark Sai Platinum Residency,"Kalher,Bhiwandi",ongoing,,19.2470586,73.0162096,"1, 2 BHK 
										..",magicbricks,"Kalher,Bhiwandi, Bhiwandi, Maharashtra, India"
Kalyan,Maharashtra,India,Sangle Developer,Sangles Trinity,"Gauripada,Kalyan",ongoing,,19.2492992,73.1493443,,magicbricks,"Gauripada,Kalyan, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Sangle Developer,Bhavna Apartment,"Parel,Mumbai",completed,₹3.74 Cr   -₹4.92 Cr,19.0084268,72.842505,,magicbricks,"Parel,Mumbai, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Heights,"Borivali East,Mumbai",ongoing,₹1.16 Cr   -₹1.84 Cr,19.2187187,72.8654856,Multistorey Apartment..,magicbricks,"Borivali East,Mumbai, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Bliss,"Lonad,Thane",ongoing,,,,,magicbricks,"Lonad,Thane, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Darshan,"Dombivli,Kalyan",completed,₹45.0 Lac   -₹52.6 Lac,19.2148599,73.0910271,"2 BHK 
										..",magicbricks,"Dombivli,Kalyan, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Homes,"Chitrakoot,Jaipur",completed,₹56.0 Lac   -₹70.8 Lac,26.9014106,75.7377841,"3 BHK 
										..",magicbricks,"Chitrakoot,Jaipur, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Gaondevi Vihar,"Badlapur,Thane",completed,,19.1666237,73.2389064,,magicbricks,"Badlapur,Thane, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Balaji Builders and Developers,Balaji Pride,"Wanadongri,Nagpur",completed,₹29.1 Lac   -₹33.6 Lac,21.0965731,78.9662663,,magicbricks,"Wanadongri,Nagpur, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Sagar Enterprises,Sagar Bliss,"Dombivli,Kalyan",ongoing,,19.2148599,73.0910271,,magicbricks,"Dombivli,Kalyan, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Sagar Enterprises,Shree Tower,"Kamothe,Navi Mumbai",completed,₹63.9 Lac   -₹75.0 Lac,19.0164338,73.0806552,,magicbricks,"Kamothe,Navi Mumbai, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Sagar Enterprises,Bhushan Enclave,"Borivali West,Mumbai",completed,₹1.90 Cr   -₹2.39 Cr,19.2298129,72.8471376,,magicbricks,"Borivali West,Mumbai, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Ekdant Developers,Ekdant Apartment,"Dhayari,Pune",ongoing,,18.4373984,73.8190432,,magicbricks,"Dhayari,Pune, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Ekdant Developers,Ekdant Shivleela,"Jejuri,Pune",ongoing,,18.2768994,74.1602287,,magicbricks,"Jejuri,Pune, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Ekdant Developers,Tukaram Park Phase 5,"Alandi,Pune",completed,₹25.9 Lac   -₹33.2 Lac,18.6772446,73.8981129,,magicbricks,"Alandi,Pune, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Ekdant Developers,Ekdant Sarvoday Smit,"Dombivli,Kalyan",completed,₹45.0 Lac   -₹52.6 Lac,19.2148599,73.0910271,,magicbricks,"Dombivli,Kalyan, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,KINGSTON TERRACE CO OP HSL,"Action Area 2,Kolkata",ongoing,₹78 Lac   -₹78.3 Lac,22.5726459,88.3638953,"3 BHK 
										Multistorey Apartment..",magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Ajoy Damodar Co Operative,"Action Area 2,Kolkata",ongoing,₹82 Lac   -₹82.3 Lac,22.5726459,88.3638953,"3 BHK 
										Multistorey Apartment..",magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,DANISH KOBOSNA CO OPERATIVE HSL,"Action Area 1,Kolkata",ongoing,₹1.10 Cr   -₹1.20 Cr,22.5569919,88.4991673,"3 BHK 
										Multistorey Apartment..",magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Sayatya Co Op Housing Society Ltd,"Action Area 1,Kolkata",ongoing,₹1.10 Cr   -₹1.19 Cr,22.5569919,88.4991673,"3 BHK 
										Multistorey Apartment..",magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Alisha Individual Project,"Action Area 2B,Kolkata",ongoing,,,,,magicbricks,"Action Area 2B,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Premier Co Operative Housing Society Ltd,"Action Area 3,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 3,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Suriaprabha Cooperative Housing Society Ltd,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Shivam Co Operative Housing Society Ltd,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Veyuu Cooperative Housing Society,"Action Area 3,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 3,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Akal Co Op Housing Society,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Guru Bhawani Co Op Housing Society Ltd,"Action Area 1,Kolkata",ongoing,₹85.2 Lac Onwards,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Mukta Bihanga,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Salboni CHS,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Kedareshwar Housing Cooperative,"Action Area 2,Kolkata",ongoing,,22.5726459,88.3638953,,magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Moon Shine,"Action Area 2,Kolkata",ongoing,,22.5726459,88.3638953,,magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Jyotishka Co Operative Housing Society,"New Town,Kolkata",ongoing,,22.5882834,88.4734476,,magicbricks,"New Town,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Jeev Jyoti Co Operative Housing Society Ltd.,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Yana Co operative HSL,"Action Area 2D,Kolkata",ongoing,,,,,magicbricks,"Action Area 2D,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Hrishi Bihar Co Op HSL,"Action Area 2,Kolkata",ongoing,₹83.9 Lac Onwards,22.5726459,88.3638953,,magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Abhro Abir Co Op HSL,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Pratikhit Co Op HSL,"Action Area 3,Kolkata",ongoing,₹62 Lac   -₹72.2 Lac,22.5569919,88.4991673,,magicbricks,"Action Area 3,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Paromarthik MIG Co Op HSL,"Action Area 3,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 3,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Ihita,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Sahini Co Operative,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Dera Cooperative,"Action Area 1,Kolkata",ongoing,,22.5569919,88.4991673,,magicbricks,"Action Area 1,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Neel Cooperative Housing Society Ltd,"Action Area 2,Kolkata",ongoing,,22.5726459,88.3638953,,magicbricks,"Action Area 2,Kolkata, Kalyan, Maharashtra, India"
Kalyan,Maharashtra,India,Danish Construction,Danish Dera CHS,"New Town,Kolkata",ongoing,,22.5882834,88.4734476,,magicbricks,"New Town,Kolkata, Kalyan, Maharashtra, India"
