city,state,country,builder_name,project_name,location_text,status,budget_raw,latitude,longitude,project_type,source,geo_key
Jamshedpur,Jharkhand,India,Srinath Homes,Srinath Rock Garden,"Telco Colony,Jamshedpur",completed,₹38.2 Lac   -₹76.9 Lac,,,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Telco Colony,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Srinath Homes,Srinath Shikhar,"Mango,Jamshedpur",completed,₹45.5 Lac   -₹59.6 Lac,22.8153862,86.2116742,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Srinath Homes,Sandhya Shambhu Apartment,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders & Developers Pvt. Ltd.,The Atrium,"Mango,Jamshedpur",ongoing,₹36 Lac Onwards,22.8153862,86.2116742,"2 BHK 
										Multistorey Apartment..",magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders & Developers Pvt. Ltd.,Vue Grande,"Mango,Jamshedpur",ongoing,,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders & Developers Pvt. Ltd.,Madhusudan Shreenivas Plaza,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Shree Niwas Palace,"Mango,Jamshedpur",ongoing,,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Shiv Kumar Asthali,"Dimna,Jamshedpur",completed,₹35.8 Lac   -₹45.4 Lac,22.8407033,86.2243295,"3 BHK 
										..",magicbricks,"Dimna,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Madhusudan M Infiniti,"Mango,Jamshedpur",completed,₹30 Lac   -₹94.7 Lac,22.8153862,86.2116742,"3 BHK 
										..",magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Saikalin Madhusudan Complex,"Sonari Town,Jamshedpur",completed,₹46.6 Lac   -₹55.0 Lac,,,"2 BHK 
										..",magicbricks,"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Narahari Madhusudan Complex,"Sonari Town,Jamshedpur",completed,₹46.6 Lac   -₹55.0 Lac,,,"2 BHK 
										..",magicbricks,"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Sabu Madhusudan Niketan,"Sonari Town,Jamshedpur",completed,₹46.6 Lac   -₹55.0 Lac,,,,magicbricks,"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Madhusudan Madhur Jiwan Complex,"Namda Basti,Jamshedpur",completed,,,,,magicbricks,"Namda Basti,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Madhusudan Parijat,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,High Rise Tower,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Shree Krishnapuri,"Mango,Jamshedpur",completed,,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Daya Enclave,"Azad Nagar,Jamshedpur",completed,₹26.7 Lac   -₹28.2 Lac,,,,magicbricks,"Azad Nagar,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Jagdev Palace II,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Madhusudan Builders and Developers Pvt. Ltd.,Daya Hacienda,"Telco Colony,Jamshedpur",completed,₹55.0 Lac   -₹57.6 Lac,,,,magicbricks,"Telco Colony,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Agrawala Nirman Pvt. Ltd.,Namrata Malay Complex,"Adityapur,Jamshedpur",ongoing,,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Agrawala Nirman Pvt. Ltd.,Sai Kripa Residency,"Mango,Jamshedpur",ongoing,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Lakshya Construction,Samridhi Enclave,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Lakshya Construction,Lakshya Apartment,"Adityapur,Jamshedpur",completed,₹45 Lac Onwards,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Lakshya Construction,Royal Apartment,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,CSN Developers Pvt Ltd,Gurudev Garden,"Mango,Jamshedpur",ongoing,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,CSN Developers Pvt Ltd,CSN Rameshawaram,"Adityapur,Jamshedpur",completed,₹42 Lac   -₹73 Lac,22.76701,86.1688486,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,CSN Developers Pvt Ltd,CSN Nandakam,"KR Puram,Bangalore",completed,₹1.27 Cr   -₹1.60 Cr,13.007516,77.695935,,magicbricks,"KR Puram,Bangalore, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Gokuldham,"Adityapur,Jamshedpur",ongoing,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Daffodils,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,"2 BHK 
										..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,M.P. Heritage,"Sakchi,Jamshedpur",completed,₹53.0 Lac   -₹60.2 Lac,,,,magicbricks,"Sakchi,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Gokuldham2,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,M.P. Moti,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Aditya Greens,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Sudhalay Greens,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Shivalay Greens,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Green Heights,"Adityapur,Jamshedpur",completed,₹40.9 Lac   -₹41.6 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Green Vatika Constructions Pvt. Ltd.,Susheela Residency,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Jind Buildcon Pvt. Ltd.,Swarna Palace,"Gamharia,Jamshedpur",ongoing,₹60 Lac Onwards,22.8256765,86.1331011,"3 BHK 
										Multistorey Apartment..",magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Jind Buildcon Pvt. Ltd.,Swarnabhoomi,"Mango,Jamshedpur",ongoing,,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Jind Buildcon Pvt. Ltd.,Marigold,"Mango,Jamshedpur",ongoing,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,City Residency India Pvt. Ltd.,City Enclave,"Mango,Jamshedpur",ongoing,,22.8153862,86.2116742,"2 BHK 
										Multistorey Apartment..",magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,City Residency India Pvt. Ltd.,City Palace,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,"1, 3 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,City Residency India Pvt. Ltd.,Mangalam Tower,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,"3 BHK 
										..",magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,City Residency India Pvt. Ltd.,Sai Vedanta,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,City Residency India Pvt. Ltd.,City Greens,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Sidhi Vinayak Home Makers,Sidhi Vinayak Sunrise Enclave,"Adityapur,Jamshedpur",completed,₹47.3 Lac   -₹65.5 Lac,22.76701,86.1688486,"3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Sidhi Vinayak Home Makers,Sky Residence,"Adityapur,Jamshedpur",completed,₹38 Lac Onwards,22.76701,86.1688486,"2 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Sidhi Vinayak Home Makers,Sunrise Apartment,"Adityapur,Jamshedpur",completed,,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Genesis,"Namkum,Ranchi",ongoing,₹25.7 Lac   -₹77.4 Lac,23.2790977,85.3946302,"1, 2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Namkum,Ranchi, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Valley,"Mango,Jamshedpur",ongoing,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,"2, 3 BHK 
										..",magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Twin City,"Telco Colony,Jamshedpur",ongoing,₹63.4 Lac   -₹64.3 Lac,,,,magicbricks,"Telco Colony,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha River It Mall,"Sonari Town,Jamshedpur",ongoing,,,,,magicbricks,"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Lifestyle City,"Nilkanth Nagar,Bhagalpur",ongoing,,,,,magicbricks,"Nilkanth Nagar,Bhagalpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Atc Mejestic,"Moharda,Jamshedpur",ongoing,,,,,magicbricks,"Moharda,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Atc Mall,"Baridih,Jamshedpur",ongoing,,22.7970613,86.2447787,,magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Goldsukh,"Bistupur,Jamshedpur",ongoing,,22.7941282,86.1834418,,magicbricks,"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Aakar,"Adityapur,Jamshedpur",completed,₹30.6 Lac   -₹50.7 Lac,22.76701,86.1688486,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Manor,"Circuit House Area,Jamshedpur",completed,₹1.24 Cr   -₹1.36 Cr,,,"3 BHK 
										..",magicbricks,"Circuit House Area,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Goldsuck,"Bistupur,Jamshedpur",completed,,22.7941282,86.1834418,,magicbricks,"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Santosh,"Kadma,Jamshedpur",completed,₹42.0 Lac   -₹54.4 Lac,22.8098649,86.1653564,,magicbricks,"Kadma,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Swami,"Bistupur,Jamshedpur",completed,,22.7941282,86.1834418,,magicbricks,"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Trade Center,"Bistupur,Jamshedpur",completed,,22.7941282,86.1834418,,magicbricks,"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha City Center,"Sakchi,Jamshedpur",completed,₹53.0 Lac   -₹60.2 Lac,,,,magicbricks,"Sakchi,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Akriti,"Hirapur,Dhanbad",completed,₹32.2 Lac   -₹36.2 Lac,23.7991476,86.4403063,,magicbricks,"Hirapur,Dhanbad, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Hi Tech City,"Sonari Town,Jamshedpur",completed,₹46.6 Lac   -₹55.0 Lac,,,,magicbricks,"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Legend,"Bistupur,Jamshedpur",completed,,22.7941282,86.1834418,,magicbricks,"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Rukmani,"Kadma,Jamshedpur",completed,₹42.0 Lac   -₹54.4 Lac,22.8098649,86.1653564,,magicbricks,"Kadma,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Sai City,"Mango,Jamshedpur",completed,₹41.8 Lac   -₹49.8 Lac,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha Vijay,"Kadma,Jamshedpur",completed,₹42.0 Lac   -₹54.4 Lac,22.8098649,86.1653564,,magicbricks,"Kadma,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Promoters and Developers Pvt. Ltd.,Aastha space town,"Mango,Jamshedpur",completed,₹39.7 Lac Onwards,22.8153862,86.2116742,,magicbricks,"Mango,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Raibasa,"Gamharia,Jamshedpur",ongoing,,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Cosmo City,"Dhalbhumgarh,Jamshedpur",ongoing,,,,,magicbricks,"Dhalbhumgarh,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Lucas Vicus,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Wood Regency,"Chowka,Jamshedpur",completed,,,,,magicbricks,"Chowka,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Green Woods Phase 2,"Dugni,Jamshedpur",completed,,,,,magicbricks,"Dugni,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Vedic Villa,"Adityapur,Jamshedpur",completed,₹49.1 Lac   -₹58.0 Lac,22.76701,86.1688486,,magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,GP Green Woods Pvt. Ltd.,Green Woods,"Saraikela,Jamshedpur",completed,,,,,magicbricks,"Saraikela,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,Costarica Green Valley,"Chandil,Jamshedpur",ongoing,₹1 Cr   -₹1.01 Cr,,,,magicbricks,"Chandil,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,Costarica Shami Tower,"Gamharia,Jamshedpur",ongoing,,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,Costarica Aprajita Tower,"Gamharia,Jamshedpur",ongoing,,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,Costarica Palmyard,"Gamharia,Jamshedpur",ongoing,,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,Costa Rica Phase II,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,CostaRica Phase IV,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Costarica Homes and Developers,11th Hour Market,"Gamharia,Jamshedpur",completed,₹40.0 Lac   -₹49.0 Lac,22.8256765,86.1331011,,magicbricks,"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Group,ATC Ultima by Aastha Group,"Baridih,Jamshedpur",ongoing,,22.7970613,86.2447787,"3 BHK 
										Multistorey Apartment..",magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Group,The Watermark By Aastha Group,"Adityapur,Jamshedpur",ongoing,₹46.4 Lac   -₹62.7 Lac,22.76701,86.1688486,"3 BHK 
										Multistorey Apartment..",magicbricks,"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Group,ATC Majestic by Aastha Group,"Baridih,Jamshedpur",ongoing,₹59.7 Lac   -₹1.43 Cr,22.7970613,86.2447787,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Aastha Group,ATC Extension by Aastha Group,"Baridih,Jamshedpur",ongoing,₹60.9 Lac   -₹2 Cr,22.7970613,86.2447787,"3 BHK 
										Multistorey Apartment..",magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Pravujagdish Realtors Pvt Ltd,Pravujagdish The Prestige,"Booty More,Ranchi",ongoing,₹46.8 Lac   -₹62.4 Lac,23.3954225,85.3843646,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Booty More,Ranchi, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Pravujagdish Realtors Pvt Ltd,Triveni Jagdish Garden,"Baridih,Jamshedpur",ongoing,₹48.7 Lac   -₹73.1 Lac,22.7970613,86.2447787,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Pravujagdish Realtors Pvt Ltd,Jagdish Gopal Residency,"Baridih,Jamshedpur",ongoing,,22.7970613,86.2447787,,magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Jamshedpur,Jharkhand,India,Pravujagdish Realtors Pvt Ltd,Triveni Harinandan Regency,"Baridih,Jamshedpur",ongoing,,22.7970613,86.2447787,,magicbricks,"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Avenue 07,"Rudrapur,Bhubaneswar",ongoing,₹1.60 Cr   -₹2.14 Cr,,,Multistorey Apartment..,magicbricks,"Rudrapur,Bhubaneswar, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Hills Sector 2,"Morabadi,Ranchi",ongoing,₹55.9 Lac   -₹77 Lac,23.390876,85.3278238,"2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Morabadi,Ranchi, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Hills Ranchi Sector 1,"Morabadi,Ranchi",ongoing,₹30 Lac   -₹59.5 Lac,23.390876,85.3278238,"1, 2, 3 BHK 
										Multistorey Apartment..",magicbricks,"Morabadi,Ranchi, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech The Nest,"Crossings Republik,Ghaziabad",ongoing,₹88.2 Lac   -₹1.26 Cr,28.6284686,77.434157,"2, 3 BHK 
										..",magicbricks,"Crossings Republik,Ghaziabad, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Cabana,"Indirapuram,Ghaziabad",completed,₹1.21 Cr   -₹1.65 Cr,28.6423908,77.3684892,,magicbricks,"Indirapuram,Ghaziabad, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Blith,"Sector 99,Gurgaon",completed,₹1.75 Cr   -₹3.64 Cr,28.4645549,76.9628585,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Sector 99,Gurgaon, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Pride,"Rudrapur,Bhubaneswar",completed,₹83.6 Lac   -₹1.56 Cr,,,"2, 3, 4 BHK 
										Multistorey Apartment..",magicbricks,"Rudrapur,Bhubaneswar, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Canopy,"Crossings Republik,Ghaziabad",completed,₹2.40 Cr Onwards,28.6284686,77.434157,Residential Plot..,magicbricks,"Crossings Republik,Ghaziabad, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,TRADEX TOWER I & II,"Alpha 1,Greater Noida",completed,,28.4710345,77.5127373,,magicbricks,"Alpha 1,Greater Noida, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech The Cosmopolis Arya Village,"Dumuduma,Bhubaneswar",completed,₹2.13 Cr   -₹2.26 Cr,20.2447525,85.7920272,,magicbricks,"Dumuduma,Bhubaneswar, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Assotech Celeste Towers,"Sector 44,Noida",completed,₹1.79 Cr   -₹4.61 Cr,28.5531837,77.3381716,,magicbricks,"Sector 44,Noida, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,VSNL Officers Apartment,"Sector 62,Noida",completed,₹1.50 Cr   -₹1.65 Cr,28.6211447,77.3643493,,magicbricks,"Sector 62,Noida, Ranchi, Jharkhand, India"
Ranchi,Jharkhand,India,Assotech Ltd.,Nest Flexi Homes,"Crossings Republik,Ghaziabad",completed,₹82.2 Lac   -₹98.0 Lac,28.6284686,77.434157,,magicbricks,"Crossings Republik,Ghaziabad, Ranchi, Jharkhand, India"
